index,app_name,r_id,review,review_sentiment,s_id,sentence,sentence_sentiment,feature,weight,rating
419,doordash,1139,"For context, I'm trying out DoorDash as my new go-to delivery app because I get complimentary DashPass with my new credit card.",0.190909091,6888,"if i'm being cynical, maybe the idea is to make it so annoying to do so that the user just gives up and settles for whatever sponsored restaurants are at the top of the home page, if they don't just give up on doordash.",-0.3,home page,1.470785554,3
421,doordash,1239,"DoorDash is certainly convenient sometimes, but the app can be somewhat frustrating.",-0.092857143,7848,"it's possible that some of the problems are because of the way restaurants enter information—i have no idea how it works on that end—so i'll stick with my biggest gripe: when i use the filters on the home page of the app and then spend a few seconds too long looking at a restaurant page (less than a minute is apparently too long, the filters have been reset when i come back.",-0.05952381,home page,1.470785554,3
422,grubhub,89,I work at a cafe and yesterday someone called us to see if we were open because their delivery time kept getting pushed back and I had to tell them the driver just hasn't shown up yet.,0.0,806,i work at a cafe and yesterday someone called us to see if we were open because their delivery time kept getting pushed back and i had to tell them the driver just hasn't shown up yet.,0.0,re open,0.790452415,5
423,ubereats,582,I have updated this app numerous times and I even re installed on a brand new device..,0.068181818,3347,i don't know what it is but every time i make it to the end where i submit order the screen goes black and has the white circle like phone is thinking then i have to re open or restart the app.,-0.055555556,re open,0.790452415,3
425,ubereats,822,I have been ordering group orders since the last two weeks of September and just about everyday I run into a problem.,-0.1,5045,"the biggest issues i have are; orders in my cart disappear, items are unavailable for next day delivery, items are multiplied on the order, and lately many restaurants are unavailable, even if they are open.",0.166666667,re open,0.790452415,2
426,postmates,1007,A few nights ago I placed an order on Postmates.,-0.2,6065,it was late (1:30 am) and not a lot of places were open near me.,-0.066666667,re open,0.790452415,1
427,doordash,1142,"I've never had a problem with the service of door dash, any time my order was messed up which is rare they are super cool about refunding me and I have no complaints about my experiences as a customer.",0.327777778,6917,"you can barely scroll down the page it is super slow and glitchy, and if you do manage to get an order in it's even harder to do double dash because the menus for other store just will not open, it only lets me choose from the quick menu options that are right there immediately but if i try to open a stores page my app freezes and i have to re open.",0.0247558,re open,0.790452415,3
428,doordash,1283,"Probably done 100 orders on door dash, Been getting meals 30 min delays.",0.0,8219,"they would close the chat, i would re open it and they kept shutting down the chat.",-0.077777778,re open,0.790452415,1
430,postmates,1080,"this app is only slightly better than doordash, but barely, i've had multiple orders either incorrect or missing items and have been refused refund's multiple times as well, there's also a new feature that you have to pay extra if you want your food to still be hot when it gets there, the drivers are rude and refuse to follow simple instructions, i've had drivers literally make me walk up to their window and they passed me the food from their car, i work in customer service too and sure i hate it but i still do my job, i thought the drivers would do the same 🤷🏻‍♀️",0.00974026,6468,"this app is only slightly better than doordash, but barely, i've had multiple orders either incorrect or missing items and have been refused refund's multiple times as well, there's also a new feature that you have to pay extra if you want your food to still be hot when it gets there, the drivers are rude and refuse to follow simple instructions, i've had drivers literally make me walk up to their window and they passed me the food from their car, i work in customer service too and sure i hate it but i still do my job, i thought the drivers would do the same 🤷🏻‍♀️",0.00974026,follow simple,1.458902697,2
431,doordash,1174,I can't believe I have to write this review today on November 7th around 3:00 I had a door dasher named Cristian.,0.0,7272,at my job we always order food to our work and today i decided to order food cristian couldn't follow simple signs where they point where the entrance is instead he wants me to go out of my way to door he's at.,0.1,follow simple,1.458902697,1
433,doordash,1273,Every single time I order anything through this app there is an issue or inconvenience.,-0.071428571,8144,they are very lazy and most are too illiterate to follow simple directions such as hand it to me!,0.04375,follow simple,1.458902697,1
434,grubhub,310,I am only continuing this app to finish out my trail.,0.0,1887,i missed my lunch time and the food is cold most of the time it arrives… use at your own risk.,0.166666667,own risk,1.286254778,2
436,doordash,1287,Then this is the app for you!,0.0,8250,"anyone can be a doordasher, and without serious oversight and punishment for dashers nothing will ever change...use at your own risk or use if you want to get some random food or pharmacy items!",-0.119444444,own risk,1.286254778,1
440,doordash,1257,As DoorDash has evolved it has taken on more and more shady business practices.,0.25,8021,as doordash has evolved it has taken on more and more shady business practices.,0.25,business practice,1.593645806,1
451,doordash,1153,Me and my girlfriend always have little date nights through door dash being we are doing a long distance relationship.,-0.11875,7033,me and my girlfriend always have little date nights through door dash being we are doing a long distance relationship.,-0.11875,date night,0.947118222,1
455,postmates,1045,Fist of all bought out by Uber awhile ago so already a negative but that's not why.,-0.3,6336,"if you are a regular on the app orders will get canceled for no reason, or they won't follow instructions and still refuse to issue a refund on the food.",0.0,follow instruction,3.430262595,1
456,doordash,1137,However their delivery drivers get worse and worse.,-0.4,6854,"they can't follow instructions, deliver it to the wrong location, are impossible to get ahold of, and then are incredibly rude about helping you when it comes to fixing their mistakes.",-0.488888889,follow instruction,3.430262595,1
459,ubereats,523,I ordered for pickup for nandos and my app autoset to another location 40 minutes away from me.,0.0,2759,"i planned on picking up on my 30 minute lunch break to a location 5 minutes away, i got to the store and they didn't have my order.",0.0,lunch break,0.847776229,1
460,ubereats,795,I have used this app for years.,0.0,4899,"recently many of my orders will say that they are going to be delivered with in a time frame and i have to make my lunch hour accordingly, then they will go past my lunch break and i end up not having time to eat because it's never delivered on time.",0.125,lunch break,0.847776229,1
461,doordash,1264,I use DoorDash all the time it started while @ work when I would have a short lunch breaks but now I use it sometimes @ home too!,0.0,8079,i use doordash all the time it started while @ work when i would have a short lunch breaks but now i use it sometimes @ home too!,0.0,lunch break,0.847776229,5
462,grubhub,234,This was the first time we ordered from GrubHub and everything went smoothly..We have a year membership and we are hoping that GrubHub continues to receive a 5 Star Rating from us.,0.25,1553,this was the first time we ordered from grubhub and everything went smoothly..we have a year membership and we are hoping that grubhub continues to receive a 5 star rating from us.,0.25,star rating,2.040022401,5
469,postmates,1056,I paid for unlimited for months and my husband who doesn't have unlimited would add the same things to our basket and mine was always $20 more at any restaurant….,0.25,6378,"the restaurants charge your more for the same items if you have unlimited- for example adding rice cost me with unlimited $3.50 and my husband without unlimited $2.50.. overall my cart total would always be higher, taxes would be higher and i would overpay on top of paying them monthly.. complete scam and ripoff",0.2,cart total,0.952527923,1
471,doordash,1120,I have been using DoorDash for a while now and it's only getting worse.,-0.2,6632,i have specific instructions for both home and office and in neither location do they ever read the instructions.,0.0,specific instruction,1.254579722,2
473,doordash,1185,My dasher never delivered my food I contacted him and gave him specific instructions to get to the house he said he called me multiple times and I tried to explain to him I'm sorry I was away from the phone and and asked him to tell me where he dropped my food at he never said where just around there bc I went outside and I didn't see the food went to my neighbors door and still didn't see the food I contacted support and the dasher nothing of help I really advise people to not use this app there willing to help until they don't want to there are multiple times when the place I'm ordering from messes up and I couldn't get my refund bc there's a limit that's honestly so stupid given that it wasn't my fault and there is an extra charge for things I pay for and I just want my money back support team and the dasher never gave me my food or money back it's honestly frustrating bc I don't have something to eat now please don't use this app and get scammed like I did and save your money.,-0.104166667,7367,my dasher never delivered my food i contacted him and gave him specific instructions to get to the house he said he called me multiple times and i tried to explain to him i'm sorry i was away from the phone and and asked him to tell me where he dropped my food at he never said where just around there bc i went outside and i didn't see the food went to my neighbors door and still didn't see the food i contacted support and the dasher nothing of help i really advise people to not use this app there willing to help until they don't want to there are multiple times when the place i'm ordering from messes up and i couldn't get my refund bc there's a limit that's honestly so stupid given that it wasn't my fault and there is an extra charge for things i pay for and i just want my money back support team and the dasher never gave me my food or money back it's honestly frustrating bc i don't have something to eat now please don't use this app and get scammed like i did and save your money.,-0.104166667,specific instruction,1.254579722,1
477,grubhub,110,The restaurant and places listed along with the me yea give me more options than the other food del apps do so shout out to grub hub I get the deals you would get if you go through the drive thru.,0.1875,943,for example door dash won't have every deal or item you might have when going in person so i love that i know what i want and it's always there.,0.5,door dash,29.42253946,5
486,grubhub,333,"Tbh, Grubhub just doesn't compare to DoorDash, it's the same price for GH+ as DoorDash subscription, but less options and deals, and higher prices than door dash, also, I have yet to receive my order on time and not have it be delayed.",0.027777778,1977,"tbh, grubhub just doesn't compare to doordash, it's the same price for gh+ as doordash subscription, but less options and deals, and higher prices than door dash, also, i have yet to receive my order on time and not have it be delayed.",0.027777778,door dash,29.42253946,2
488,grubhub,384,I can't count how many times I gone through to the app just to find that delivery is paused due to high demand every time I ended up using doordash I was only able to order about three times out of the several hundreds of times that I went to thier app just go through door dash they'll deliver for you,0.1725,2140,i can't count how many times i gone through to the app just to find that delivery is paused due to high demand every time i ended up using doordash i was only able to order about three times out of the several hundreds of times that i went to thier app just go through door dash they'll deliver for you,0.1725,door dash,29.42253946,1
491,grubhub,493,"I'm not one to make a review but this app has been awful for me, delivery that get canceled, or keep getting delayed, my food comes cold 50 percent of the time and now I lost my favorite place because my address is to far now, honestly if you are gonna choose a app, use door dash way more reliable",0.016666667,2461,"i'm not one to make a review but this app has been awful for me, delivery that get canceled, or keep getting delayed, my food comes cold 50 percent of the time and now i lost my favorite place because my address is to far now, honestly if you are gonna choose a app, use door dash way more reliable",0.016666667,door dash,29.42253946,1
494,ubereats,566,"One night after finishing dinner with my lovely queen, who is one of the best chefs I know, we both looked into each other's eyes and as we held hands our stomachs rumbled.",0.458333333,3225,"it was then i remembered i received a random coupon for 25 dollars off an order, from a wonderful company called door dash and suddenly all things made sense and i told myself not only was i going to give 5 stars if asked for my review but i would also do what i've never done and that was write a review.",0.125,door dash,29.42253946,5
500,ubereats,691,I appreciate the convenience and am willing to pay and tip well but explain to me why they food or drinks have an increase in price when ordered through the app (Uber eats or door dash) plus the deliver fee of 2 or more dollars plus the tip.,0.375,4218,i appreciate the convenience and am willing to pay and tip well but explain to me why they food or drinks have an increase in price when ordered through the app (uber eats or door dash) plus the deliver fee of 2 or more dollars plus the tip.,0.375,door dash,29.42253946,3
501,ubereats,721,This was the last time I use UBER EATS.,0.0,4406,"lastly, they will not allow you to use the microphone on your phone so you have to type everything out.. maybe door dash or another app provider is better- i guess i'll find out.",0.25,door dash,29.42253946,1
507,ubereats,818,We don't use Uber Eats very often.,0.2,5020,over years with door dash we have only had a couple of issues.,0.0,door dash,29.42253946,1
509,ubereats,825,I spend over $1000 on Uber eats per month.,0.0,5067,"i'll be doing that going forward and when i absolutely can't make it to a restaurant, i'll be using door dash or anyone other than uber!",0.021875,door dash,29.42253946,1
513,ubereats,930,Ordered through Uber eats had an entire $10 item missing called the restaurant they won't fix it reached out to Uber they straight up told me they won't refund the item I've never had an issue like this with door dash I even sent a pic to them it took way too long for a response and all they say is leave a bad review for the restaurant…worst customer service ever I use Uber all the time too it's crazy they just lost a customer over a $10 item…door dash it is they actually fix mistakes,-0.192857143,5658,ordered through uber eats had an entire $10 item missing called the restaurant they won't fix it reached out to uber they straight up told me they won't refund the item i've never had an issue like this with door dash i even sent a pic to them it took way too long for a response and all they say is leave a bad review for the restaurant…worst customer service ever i use uber all the time too it's crazy they just lost a customer over a $10 item…door dash it is they actually fix mistakes,-0.192857143,door dash,29.42253946,1
517,doordash,1121,I have been both a consumer and dasher and it's very convenient for a consumer if you are willing to pay the extra fee but it's also hard to tip so much extra for the dasher to make it worth while.,0.076388889,6646,"most consumers are reluctant to leave a tip and when they do it's minimal, but i understand as a consumer that it's hard to pay a big tip when you order something and the price is twice as much as item you paid for just because door dash charges extra.",0.051388889,door dash,29.42253946,4
519,doordash,1125,Honestly used to love DoorDash.,0.55,6711,.what's the point of ordering food and calling yourself door dash if you aren't going to be either of those things?,0.0,door dash,29.42253946,2
523,doordash,1142,"I've never had a problem with the service of door dash, any time my order was messed up which is rare they are super cool about refunding me and I have no complaints about my experiences as a customer.",0.327777778,6915,"i've never had a problem with the service of door dash, any time my order was messed up which is rare they are super cool about refunding me and i have no complaints about my experiences as a customer.",0.327777778,door dash,29.42253946,3
526,doordash,1152,I think Door Dash should switch some things around.,0.0,7026,door dash accepted the order and i got a notification that it was being made.,0.0,door dash,29.42253946,3
530,doordash,1165,"It seems like every other order of not more, are arriving 30+ min late, missing items, dropped off at the wrong location, sometimes my food never arrives.",-0.275,7182,"i've spent thousands on door dash in a few years, and nothing gets fixed, you might get some credits but not your food.",-0.066666667,door dash,29.42253946,1
535,doordash,1172,"I've been using door dash for a while now and I've also had multiple problems with it, I've tried to cancel and get my money back instead of credits because I do not want that.",0.0,7260,do better (door dash) and the rude people that work there and never would like to help and do they job they got.,0.1,door dash,29.42253946,2
537,doordash,1184,Don't waste your time!,-0.25,7357,door dash doesn't do anything to make it right.,0.285714286,door dash,29.42253946,1
539,doordash,1199,It's sad because for years now I've used DoorDash and paid for dash pass — little did I know that Uber eats is still less expensive even when you have dash pass.,-0.338541667,7503,i have a screenshot of door dash trying to send the driver ~15 mins in the wrong direction when i was 3 mins away from the restaurant… fortunately the driver called and told me he would bring me my food first.,0.05,door dash,29.42253946,2
543,doordash,1206,Look I LOVED door dash.,0.7,7563,"something changed though, and now when a $9 item is missing, they only offer a $2 door dash credit, and recently, they can't even give me that.",-0.066666667,door dash,29.42253946,1
549,doordash,1235,The title says it all.,0.0,7820,most of it is the garbage quality of delivery drivers probably due to garbage pay despite the fact door dash emphasizes tips for better service.,0.291666667,door dash,29.42253946,1
555,doordash,1281,I scheduled ahead of time a delivery of pizzas for a party we had planned and after the time the pizza should have arrived I received a call from door dash customer service telling me that my order would need to be canceled because it couldn't be fullfilled but I could try reordering the same order again (which wouldve taken up to 2 hours to fulfill).,0.0,8195,i scheduled ahead of time a delivery of pizzas for a party we had planned and after the time the pizza should have arrived i received a call from door dash customer service telling me that my order would need to be canceled because it couldn't be fullfilled but i could try reordering the same order again (which wouldve taken up to 2 hours to fulfill).,0.0,door dash,29.42253946,1
563,doordash,1298,Of all the food delivery services door dash is truthfully the best one you can get.,0.75,8314,of all the food delivery services door dash is truthfully the best one you can get.,0.75,door dash,29.42253946,5
566,doordash,1309,"I ordered KFC while I was staying in Connecticut with my fiancé seeing her family, it was a long day and nobody wanted to cook so I ordered food.",-0.05,8396,"the process of buying it online with door dash was easy, what ruined it for me is at some point from ordering the food and receiving it, it got spilled every where in the bag.",0.433333333,door dash,29.42253946,1
568,doordash,1318,"Worked a 12 hour shift, was very tired so I decided to order from door dash so I wouldn't have to drive,  ordered to only find out it was for pick up after I double clicked to pay for order using Apple Pay.",-0.173333333,8453,"worked a 12 hour shift, was very tired so i decided to order from door dash so i wouldn't have to drive,  ordered to only find out it was for pick up after i double clicked to pay for order using apple pay.",-0.173333333,door dash,29.42253946,1
571,doordash,1319,"DoorDash has made me so mad multiple times, my order is always being cancelled and it takes the longest for the money to reflect back in my card!",-0.208333333,8460,"the dasher is always getting lost with my order and when they call me on my mobile device, they are telling me their like miles away from my location and it made me so upset because i had to get out of my house, get in my car, and drive many miles away from my home to where the door dasher was so i can get my order!",0.625,door dash,29.42253946,1
576,doordash,1331,I never leave reviews on apps.,0.0,8555,i switched to door dash because i was having issues with uber eats and thought i'd give it a try.,0.0,door dash,29.42253946,1
577,doordash,1334,"I've used Door Dash for years in college, but recently it seems every order I have is missing at least one item.",-0.166666667,8578,"i've used door dash for years in college, but recently it seems every order i have is missing at least one item.",-0.166666667,door dash,29.42253946,1
578,doordash,1340,If I could give them zero stars I would!,0.0,8626,i contacted the restaurant first and then contacted door dash and the door dash customer service department said that he would put a ticket in with the restaurant to refund my money which right there i have an issue with because it wasn't the restaurant's fault that door dash delivery guy deron w. of indianapolis indiana decided to eat my food and he said well we will put it in for him to never deliver to your address again he shouldnt even be delivering to anyones address,0.267857143,door dash,29.42253946,1
579,grubhub,102,"What grubhub has done has destroyed the restaurant business, they've choked restaurants for a high percentage of their profits - they're left with no choice but to work through grubhub to survive  ..They dont pay their delivery workers enough and instead put the social pressure on the customer to pay the wage of their workers.",0.048333333,894,"..companies like this work because in the beginning everything is so convenient and inexpensive, then, once they have everyone hooked on their system, they raise the service fees, they add another hidden fee, they rip the rug right out from under you and now were paying 15$ in fees before even tipping the only person actually doing the work, the driver, who makes next to nothing.",0.023809524,hidden fee,1.071395416,1
581,grubhub,33,As a person that works in the kitchen at a restaurant- I know first hand that when items are missing- it's not a driver issue - it's a restaurant issue.,0.025,404,if they can double check orders they will but ultimately it's the responsibility of the place you ordered from!,0.0,double check,3.188732007,5
582,grubhub,220,Be careful… Grubhub is NOT reliable.,0.0,1499,"it seems like the delivery drivers are not trained to double check ""orders.""",0.0,double check,3.188732007,1
583,ubereats,523,I ordered for pickup for nandos and my app autoset to another location 40 minutes away from me.,0.0,2761,"this has happened to me before where i tried picking up but it autoset to another location, it's definitely my fault for not double checking but when you're working all day and ready to get food you don't really think about worrying to see if it's the right location, especially since the place i go to is only 5 minutes away.",0.097959184,double check,3.188732007,1
585,ubereats,549,"I used to use Uber eats often because it was obviously convenient and I currently don't have the luxury of leaving my apartment right now, but I will gladly use anyone else.",0.196428571,3042,i'd be more understanding if i hadn't used this as well as a driver and know how easy it is to double check yourself.,0.311111111,double check,3.188732007,1
586,ubereats,751,Delivery Drivers are usually very nice and mostly faster than the time frame listed.,0.64,4600,"not the driver's fault at all as they seem to be excellent, just looks bad on the company to have to give refunds for things that could be solved by just double checking the orders.",0.1,double check,3.188732007,3
588,ubereats,927,We received an increase in daily Ubereats orders.,0.0,5640,"..-we don't have access to customer info to double check, so we fulfilled orders...the driver upon delivery is supposed to verify customer name and age before hand off.",0.0,double check,3.188732007,1
592,doordash,1296,Disappointed in the new changes to their delivery system.,-0.306818182,8308,"unless i add the extra fee to have it come straight to me, i have to wait for low quality food that i could've gotten myself in a shorter time.",0.066666667,low quality,0.839791246,2
594,ubereats,529,"This year, my husband threw me a surprise birthday party - we ordered a meal thru the app- it went thru but the progress bar was stuck for over 2 hours on the ""restaurant is preparing your food"" there was even a driver assigned to it - then the order was abruptly cancelled with no explanation - just the usual -we are sorry for your inconvenience- here's a $5 credit towards your next meal- which you may or may not get - .So here we were - no food - not enough money to order again - the credit back was slow to appear - since apparently .I DMed them and posted on social media - they responded quickly - but only made things worse with that meaningless - ""We're sorry we ruined your evening- here's $5 - go away"" then they just stopped responding .Later I found out that the restaurant was closed that day -Uber eats stopped responding - .Sorry but a $5 credit is not going to cut it here - they do not take any responsibility for their own errors - and you get no response - other than a canned reply  - I deleted the app",-0.104901961,2830,"this year, my husband threw me a surprise birthday party - we ordered a meal thru the app- it went thru but the progress bar was stuck for over 2 hours on the ""restaurant is preparing your food"" there was even a driver assigned to it - then the order was abruptly cancelled with no explanation - just the usual -we are sorry for your inconvenience- here's a $5 credit towards your next meal- which you may or may not get - .so here we were - no food - not enough money to order again - the credit back was slow to appear - since apparently .i dmed them and posted on social media - they responded quickly - but only made things worse with that meaningless - ""we're sorry we ruined your evening- here's $5 - go away"" then they just stopped responding .later i found out that the restaurant was closed that day -uber eats stopped responding - .sorry but a $5 credit is not going to cut it here - they do not take any responsibility for their own errors - and you get no response - other than a canned reply  - i deleted the app",-0.104901961,credit towards,0.766725894,2
595,doordash,1279,The food is excellent and delivered fast *for a large fee*.,0.471428571,8186,"* but not really* did your 15 waffle not come with everything like utensils butter or syrup, that's okay they'll give you a 1.10 credit towards your next rip off session.",0.133333333,credit towards,0.766725894,1
596,ubereats,663,Never really had an issue with the Uber/Uber eats app itself but my main issue is the number of push notifications they send through.,0.033333333,4016,never really had an issue with the uber/uber eats app itself but my main issue is the number of push notifications they send through.,0.033333333,push notification,1.326083222,3
597,ubereats,663,Never really had an issue with the Uber/Uber eats app itself but my main issue is the number of push notifications they send through.,0.033333333,4017,"i've never once seen an ad for some promo and found it important or worthwhile, but i have considered fully deleting the app after getting 5-10 push notifications like that in a day.",0.45,push notification,1.326083222,3
601,ubereats,725,This used to be a good quality delivery service that at least got your order delivered within an hour of the estimated delivery time.,0.2,4429,"you can watch your order and see it get picked up then sit in the delivery drivers car for an extra hour while more pick ups and deliveries are made… keep in mind, this is after you have paid for direct delivery.",0.2,pick ups,1.581103695,1
608,doordash,1126,"Long term users subjected to dishonest dashing, may not receive fair services or compensation for dishonest deliveries.",0.0125,6727,"then, i'd at least know where to find my order, but they rather say they can't offer me money as the first and only solution leaving a sour taste in my mouth and a distrust in what they think of me and letting me know they see me as a dishonest customer or that my issues are below them.",-0.1,only solution,1.626961464,1
612,grubhub,16,Horrible system just like Seamless.,-0.45,225,they blame me not the drivers they hire or the restaurant that made the mistake or the fact that on multiple occasions i have lost my lunch hour due to there incompetence of not following directions or putting ingredients in my food that i am unable to eat or the restaurant is about 3 hours late delivering my food so they have a guarantee and i collect on that guarantee so if you do then your suspicious.,-0.185,multiple occasion,2.065462063,1
616,ubereats,834,"I live in New York and every time I order either something is wrong or something is missing Uber tells me because I ask for a refund ""too many"" times I can't order………….I've contacted support on multiple occasions,seeing that I have a $30 promotion about to end and I wanted to use it but couldn't because my account is locked!!!!",0.012121212,5112,"i live in new york and every time i order either something is wrong or something is missing uber tells me because i ask for a refund ""too many"" times i can't order………….i've contacted support on multiple occasions,seeing that i have a $30 promotion about to end and i wanted to use it but couldn't because my account is locked!!!!",0.012121212,multiple occasion,2.065462063,1
617,ubereats,899,Save yourself the hassle either use door dash or go to the store yourself.,0.0,5496,"one they mark up all the prices, second i've had multiple occasions where they refuse a refund for driver errors.",0.0,multiple occasion,2.065462063,1
621,grubhub,39,GrubHub has canceled 3 of my last 5 orders.,0.0,456,(meaning it would be ice cold).,-0.6,ice cold,2.90787473,1
622,grubhub,93,My fiancé and I ordered food tonight and decided to go with grub hub.,0.0,835,"when we finally got our food, the packaging was smashed and the food was ice cold.",-0.3,ice cold,2.90787473,1
624,grubhub,417,You'll wait 2 hours for your order and it will either be ice cold and half-smashed or it won't arrive at all.,-0.6,2228,you'll wait 2 hours for your order and it will either be ice cold and half-smashed or it won't arrive at all.,-0.6,ice cold,2.90787473,1
627,postmates,1060,My first and only order was all screwed up and then delayed to the point that the first driver left.,0.125,6393,that's on the vendor but the app is really limited in their accountability with how they communicate and resolve problems.,-0.071428571,solve problem,2.393368684,2
628,grubhub,203,"They force you to work on a schedule otherwise they won't give you a lot of orders and will give you $4 orders going 10+ miles away as a punishment and if you reject the order it affects your acceptance rate which they will eventually deactivate you for, they treat their drivers like employees yet they label us as independent contractors.",0.0,1403,this company should not be in business for breaking labor laws continuously and people shouldn't drive for them because they will take advantage of you.,0.0,take advantage,3.722283525,1
629,ubereats,572,"Do not ever click the ""cancel order"" icon for any reason because you will be charged the full amount for your order.",0.35,3281,uber has lost a customer moving forward as i will not continue to provide them business when they take advantage of customers.,0.0,take advantage,3.722283525,1
631,ubereats,654,"The app is trash , customer service is trash, pricing is misleading .",0.0,3947,way to take advantage of someone when they are down.,-0.155555556,take advantage,3.722283525,1
633,doordash,1119,Person never dropped off food and toke a black photo.,-0.166666667,6628,i'm in philly pa so people out here going to try to take advantage the best way they know how and think they entitled to it smh i just wish there was a way to protect us from people like this who they hire..,1.0,take advantage,3.722283525,5
635,ubereats,789,I order from Uber eats on a semi regular basis.,0.0,4861,all they said was better luck next time.,0.25,luck next,1.95042216,1
638,ubereats,608,I love the app but I do wish there was a grace period to cancel an order.,0.5,3570,main reason being that i had planned to cancel an order right after placing it because my friend wanted to order food with me and didn't say so until a few seconds after i placed it.,0.084126984,main reason,0.874767038,4
642,ubereats,544,"Supposedly, they allow you to order in advance for up to a week.",0.0,2991,"however, what had actually happened was they didn't like it that i ordered the exact same meal for every day, so they just decided to cancel them.",0.083333333,exact same,2.328946267,1
645,postmates,1005,I use Postmates at least once a week on average and subscribe and ALWAYS tip drivers 20% plus and usually add Cash too just cause I know how hard this world is!,-0.266145833,6048,"but im still very upset that about a month ago i ordered a pizza when i was out of town ( i have my location setting set to while using app because i don't see the purpose of a delivery app knowing my exact location every minute of every day) when i got home late and exhausted from traveling i ordered supper and it was sent to a popular chain but in my previous location, i immediately received a notification that i was far from the delivery address and i canceled the order ( but was still billed) then reordered the exact same order from correct location and it was also canceled!!!",0.059259259,exact same,2.328946267,4
646,postmates,1086,We ordered from two different accounts (at the same time) the exact same order to be delivered to two nearby addresses (next door to each other).,0.020833333,6490,we ordered from two different accounts (at the same time) the exact same order to be delivered to two nearby addresses (next door to each other).,0.020833333,exact same,2.328946267,1
650,grubhub,31,There's nothing wrong with the app itself.,-0.5,386,"i've had drivers not show up until 30 minutes after i was notified they would arrive, had orders have missing items, and some orders weren't even delivered to the right address.",0.042857143,missing item,3.010423162,4
651,grubhub,33,As a person that works in the kitchen at a restaurant- I know first hand that when items are missing- it's not a driver issue - it's a restaurant issue.,0.025,401,if you are missing items from an order call the place you ordered from.,-0.2,missing item,3.010423162,5
655,grubhub,125,Grubhub is terrible!,-1.0,1046,i was constantly missing items and the restaurants would blame it on the grubhub app.,-0.2,missing item,3.010423162,1
656,grubhub,129,Grubhub used to be awesome.,1.0,1071,it is a fight to get a refund on the missing items.,-0.2,missing item,3.010423162,1
657,grubhub,129,Grubhub used to be awesome.,1.0,1073,"but when you order 1-2x a week, they don't like to give refunds for missing items because they think you are just trying to get a refund all the time when that's not the case.",-0.2,missing item,3.010423162,1
661,grubhub,286,I'm done.,0.0,1775,he is probably eating the missing item on his way back to town.,-0.1,missing item,3.010423162,1
672,ubereats,601,"I've been a customer through Uber eats for quite some time and the communication between Uber, the driver, and the restaurant is incredibly terrible.",-1.0,3505,i tried to get in contact with my driver about a missing item after waiting much longer than i should have and he wouldn't answer.,0.0,missing item,3.010423162,3
675,ubereats,610,As a part time Uber driver it is sad the decline of Uber….,-0.5,3582,"i have had deliveries across the street with pictures to prove it ""mind you i got partial credit"" to completely missing items "" with pictures to prove it""… i feel bad for drivers now a days and understand that they can sometimes get a bad rap, however uber as a whole has gone down hill and will recommend anyone but them locally..""we understand your frustration"" is a cop out response and if you see it will be a red flag.",-0.206944444,missing item,3.010423162,1
677,ubereats,653,I use Uber Eats all the time.,0.0,3937,especially if you requested some thing specific or have had missing items from a certain restaurant.,0.003571429,missing item,3.010423162,4
680,ubereats,665,I like the app but when it comes to missing items beware of the times it happens.,-0.2,4027,"after that, you will be paying full price without any type of credit or reimbursement for missing items.",0.075,missing item,3.010423162,1
682,ubereats,680,Placed an order through this app.,0.0,4154,"called the restaurant, their response was that they would send another driver with the missing items.",-0.2,missing item,3.010423162,1
688,ubereats,724,I've ordered from.McDonald's several times this year and every time McDonald's never sends me what I order.,0.0,4423,so i have to pay a delivery fee which isn't cheap plus what we other things they want to charge plus my order from mcdonald and the tip i give the person who delivers and yet i still have to deal with my missing items from mcdonald's.,0.025,missing item,3.010423162,1
692,ubereats,806,I use this app often what irritates me is they expect me to pay for items I didn't get or pay for items that were wrong if I have proof that items are missing or the order is wrong it should be fixed whether it's sending out the missing items or replacing the items that were wrong are you or giving a refund or a partial refund but that's not how they do it they don't care if you don't get your order they don't care if they make your order wrong so I will not be using Uber eats anymore I have DoorDash I have Favor and I think there's another app on my phone,-0.3,4957,i use this app often what irritates me is they expect me to pay for items i didn't get or pay for items that were wrong if i have proof that items are missing or the order is wrong it should be fixed whether it's sending out the missing items or replacing the items that were wrong are you or giving a refund or a partial refund but that's not how they do it they don't care if you don't get your order they don't care if they make your order wrong so i will not be using uber eats anymore i have doordash i have favor and i think there's another app on my phone,-0.3,missing item,3.010423162,1
703,doordash,1118,"Giving one star because doordash has been my go to for a few years now, and when we have issues with the food they were really good at fixing the issue.",0.25,6606,"but also who doesn't complain when the order is completely wrong or missing items, which has been very often lately which is why we started to use it less.",-0.193333333,missing item,3.010423162,1
705,doordash,1165,"It seems like every other order of not more, are arriving 30+ min late, missing items, dropped off at the wrong location, sometimes my food never arrives.",-0.275,7174,"it seems like every other order of not more, are arriving 30+ min late, missing items, dropped off at the wrong location, sometimes my food never arrives.",-0.275,missing item,3.010423162,1
708,doordash,1178,I have used DoorDash almost daily for lunch at work for about two months.,0.0,7308,"these little mistakes happen all the time when you go to a restaurant..however, apparently after a few orders with missing items, they stop refunding for the missing items—and support chat will just keep disconnecting you before you can figure out what's going on.",-0.1475,missing item,3.010423162,1
