r_id,s_id,sentence,sentence_sentiment
597,3474,I high advise not to use Uber eats anymore.,0.16
600,3496,I'm happy to pay extra for food to be delivered but Uber Eats prices have gotten ridiculous.,0.1555555555555555
600,3499,Also the prices are higher than at the restaurant yet the restaurant actually gets paid less when someone uses Uber Eats.,0.0277777777777777
600,3501,"I'll be using other services or picking up my food until Uber eats pays their drivers fairly, the small businesses get a fair cut, and they stop price gouging consumers at the same time.",0.205
601,3504,"I've been a customer through Uber eats for quite some time and the communication between Uber, the driver, and the restaurant is incredibly terrible.",-1.0
602,3509,Irritating to see functionality removed from the Uber eats tab in the Uber app in order to shill this completely gratuitous extra app for what?,-0.3
605,3538,DOORDASH and POSTMATES >> uber eats ..Do yourself a favor and do NOT use Uber eats.,0.0
609,3579,"So, I'm out of food and money due to Uber Eats, I'm deleting this app and looking into a lawsuit, because who expects someone to eat food that was probably touched due to her having sauce on her fingers and hair all over the food!",-0.140625
615,3608,So naturally since Uber and Uber eats is like a bigger brand name I expected them to be more expensive than doordash so we've always used doordash but they constantly get our orders wrong and we like super rarely used apps like these but we had covid so we used Uber eats with the Uber one feature and it's been cheaper and our orders have been right both times and it was super fast!,0.083531746031746
615,3609,I'm not sure if it's the actual app's format on the employee side that makes Uber eats easier to navigate or what exactly it is but I actually would recommend Uber eats over DD.,0.0
617,3618,I use Uber Eats every day!,0.0
619,3633,"Uber Eats customer service and delivery is overpriced and horrible...Our estimated arrival time and ""latest arrival times"" kept changing further and further back.",0.125
620,3640,Uber eats has a ridiculous policy where you must tip before you receive your food.,-0.3333333333333333
620,3645,If you don't tip when you place the order it is likely that no Uber eats driver will pick it up.,0.0
620,3649,I have no clue why Uber eats would implement this policy.,0.0
624,3678,I have been using Uber eats for YEARS very very often (even had the special membership at one point) and am so sick of these issues coming up so frequently.,0.0007142857142857
624,3681,I'm done using Uber eats.,0.0
626,3690,My Uber eats person looked a little confused when she delivered my food to a neighboring resident.,-0.29375
629,3721,"Do not put that on me I never asked for a full refund any of the times my orders were wrong...Uber eats, do better.",0.425
633,3754,I highly recommend using DoorDash over Uber eats.,0.16
637,3783,I've ordered on Uber eats twice before the incident took place.,0.0
637,3788,We then called support instead of the messages we were doing before and they told me I was no longer allowed to use Uber eats and that I was locked out for requesting a refund.,0.0
638,3794,Uber Eats customer service refused to help in anyway except giving us a refund for the first time we ordered.,0.25
642,3833,Uber Eats should allow you to use your Uber Cash without needing a bank card on file.,0.0
643,3839,I called the restaurant because even though Uber eats is who we order through we still have to deal with merchant.,0.0
643,3840,"Fine, I played along and restaurant said Uber eats is having glitches.",0.4166666666666667
643,3842,It's a mom/pop restaurant so I obliged— Uber eats said oh we are having issues but this error is on the merchants fault.,0.0
644,3858,They credited me back 5$ worthless Uber eats dollars on a 66$ order.,-0.4
644,3866,You can keep your stupid 5 Uber eats Monopoly money.,-0.7999999999999999
646,3886,"After reporting the issue on the app, The uber eats App ""auto credits"" me $5 and says sorry cant help you anymore.",-0.5
646,3888,Uber eats App blocks every attempt to resolve this issue on my end.,0.0
646,3891,"They didn't even return the $5 to my card, they give me a five dollar ""store credit"" on an app I'm never gonna use again..Awful when things go wrong with your order on this app.Good luck.Good buy uber eats delivery for me!",-0.625
648,3896,"Out of ALL the delivery/pick up companies their are out there, UBER EATS, has the competition whipped on customer service, deliveries, promptness, neatness of food presentation from driving with it, courtesy to customers on presenting the delivery, down to even sending out a questionnaire/survey asking if all went well with the service that they provided to you.",-0.1555555555555555
648,3898,"That's real risky, but UBER EATS…you've got the gumption to do so, because you believe in 100% CUSTOMER SATISFACTION!!",0.3125
649,3902,They said because it said delivered they can't do nothing about it and then that same day I ordered from Winn Dixie using Uber eats and the driver forgot to bring give me a bag full of my stuff then they also said because it said delivered they can't do anything about it.,0.175
649,3904,I literally use Uber eats everyday twice or three times sometimes and lately they have been not doing there job then not fixing what they allow there drivers to mess up and steal and lie or whatever the matter is!,-0.2395833333333333
650,3911,"Having used Uber Eats consistently since 2016, I will be switching over to Doordash or another similar service.",0.125
653,3933,I use Uber Eats all the time.,0.0
653,3938,"Uber Eats can be pricy at times, but the more you order the better deals you receive.",0.5
654,3948,I will never use uber or uber eats after this.,0.0
655,3949,"My experience with this app in the Chesapeake, VA area is that many restaurants simply don't partner with Uber Eats.",0.25
656,3955,ALMOST EVERY TIME I'll check yelp reviews and photos before buying Uber eats.,0.0
656,3960,But yeah if there were REAL photos from REAL people in Uber eats I'd trust it a lot more and wouldn't switch between apps.,0.3
659,3986,Uber eats gave me a refund on the food and a $5 credit… not sure how that's supposed to help when I'd been waiting for food to feed 6 people and it'd been that late.,-0.275
661,4000,Uber Eats this is the last dollar you take from me.,0.0
661,4013,I have a twisted ankle so this is why I'm relying on this app so heavily lately… but dealing with Uber Eats is much more painful.,-0.2249999999999999
664,4020,Uber eats charged me $85 for cancelation.,0.0
664,4024,I call them and they said I should have read all uber eats  policies(you know the small tricky letters) so be carful while using this service.,-0.25
666,4034,I've been a very loyal Uber Eats customer for the past few years.,-0.0055555555555555
666,4038,"I contacted Uber Eats customer service, and they refunded me for the one item that had the hair in it, $7 of a $40 order.",0.0
666,4040,..I am done with Uber Eats after such terrible service.,-0.5
668,4052,I've been using Uber eats for a few years now but lately my orders have been arriving late.,-0.2666666666666666
668,4055,In the past Uber eats has offered a discount on my next order.,-0.125
670,4070,"Uber Eats hires a totally other person, so you're left waiting for the second part to your order and probably not paying the other guy as much since you tip differently when its combined vs two individual orders assuming its the same person.",-0.0062499999999999
671,4074,I showed up at the same time Uber eats alerted me that the order was sent to the restaurant bc I was paranoid it would be done on time.,0.0
671,4078,Terrible customer service from Uber eats.,-1.0
676,4120,"I wasn't driving for a while, so I was dependent on an app like Uber Eats.",0.0
677,4135,Totally disappointed with Uber Eats Drivers.,-0.75
679,4147,If the order is wrong Uber Eats' customer service has the nerve to yell at YOU for requesting a refund.,-0.5
679,4149,I only use Uber Eats because my company gives me a monthly allowance on it for remote work.,-0.05
682,4172,I use Uber Eats primarily when working conferences or other all-day events when going to pick up food myself is not an option...The good news is that it's convenient and offers lots of options.,0.26875
684,4183,My coworkers and I have ordered twice with Uber Eats once in July and once in November(today).,0.0
686,4192,"I always order from uber eats and never had a problem, except for a few days ago.",-0.2
691,4219,"..So Uber Eats, how much money are you making?",0.2
695,4246,After TWO experiences like this I am highly unlikely to order from Uber Eats again.,-0.5
697,4254,"Uber Eats is hands down, the best, food delivery service, and until recently, I would have given the 5-stars, but I've noticed them trying to sneak in the same outsized fees which drove me away from Doordash and Grubhub PERMANENTLY.",0.2111111111111111
700,4266,My family ordered a pizza using Uber Eats service.,0.0
700,4268,We contacted Uber Eats immediately and was told sorry there is nothing they can do.,-0.5
700,4270,The establishment loses money because some of their price goes toward Uber Eats.,-0.3
700,4271,So basically the customer pays extra to use their service for convenience and the establishment pays toward Uber Eats losing profit but Uber Eats accepts zero responsibility that they are serving anything with quality.,0.0
700,4274,Uber Eats is trash.,0.0
702,4280,"Uber eats doesn't care about it's customers, doesn't care about our concerns or anything, be prepared to order food and possibly not receive all of your items and if that happens (mind you it happens often) be ready for them to tell you that  you are not eligible for a refund!",0.125
705,4301,Used Uber eats often; I drive so I order Uber eats on lazy days  and it would be either a hit or miss sometimes when it comes to ordering delivery for a good deal.,0.2249999999999999
707,4312,I have ordered using uber eats multiple times and time after time my orders arrive wrong.,-0.25
709,4330,Uber Eats refused to address this; said I should rate the merchant.,0.0
709,4332,Uber Eats billed my other credit card on file without authorization.,-0.125
709,4334,Six months later Uber Eats billed me the incorrect amount again for the previous order.,-0.0833333333333333
709,4335,Uber Eats continues to say there is nothing they can do and that I should be on the hook for paying more than 2x the purchase price of the product I received.,0.5
711,4345,"The issue is that at 9 pm, we have no food that will be delivered before 10 and uber eats policy apparently doesn't allow customer support to do more than refund the order.",0.275
711,4346,"For our wasted time, in which the app assured us it would just take 5 minutes longer for a good hour, we got nothing besides 10 dollars in Uber eats credits.",0.2499999999999999
712,4350,I REPEATEDLY TRIED TO ORDER FOOD FROM UBER EATS AS A FIRSt time customer because i have heard so many good things about uber eats but it went horribly wrong.,0.2375
712,4352,THE FOLLOWING DAY I WAS DETERMINED BECAUSE EVERYONE WAS SAYING THAT UBER EATS IS SO MUCH BETTER THEN DOORDASH BUT NOW IM FINDING IT HARD TO BELIEVE.,0.0694444444444444
712,4354,THE WHOLE ENTIRE 2DAYS IT WAS ONE PROBLEM AFTER ANOTHER THE ORDER WASNT WORK THEN MY PAYMENT WAS WORKING AND EVEN AFTER ALL THAT I STILL HAD HOPE I USED THE UBER APP AND UBER EATS APP BUT NOTHING WOULD WORK .,0.1
713,4358,The app will send random notifications that are nothing more than advertisements for uber eats.,0.0
713,4361,"Seriously uber eats, if I trust you to be able to give me notifications for the purpose of using the app as intended, please do not violate that trust by sending unwanted notifications that are nothing more than an advertisement, especially in the middle of the night or early in the morning.",0.1277777777777778
714,4362,Uber Eats is a great service.,0.8
716,4377,"I called the restaurant, they told me to see with Uber eats.",0.0
717,4381,I have been purchasing from and working with Uber Eats for over two years now.,0.0
718,4385,Uber eats takes way too long to deliver.,-0.05
719,4394,so I issued a refund to my Uber Eats account so I could re-order my order and no I don't get the first order discount so I can't use the money and have to spend more money if I want the same order and I'm still waiting on the first order because he said he would bring it but he never dead.,0.22
721,4402,This was the last time I use UBER EATS.,0.0
722,4408,I just want to give a shout to Uber Eats tonite.,0.0
726,4434,"Cancelled, orders day after day, shortly after trying out uber eats .",0.0
726,4436,Uber Eats has been worse.,-0.4
726,4441,Trying them out this free month for their Uber Eats plus type program.,0.4
729,4460,"I could take a taxi round trip from these restaurants, and it would be less money than Uber eats!",-0.2041666666666666
731,4475,Uber eats learn how to treat your customers.,0.0
733,4484,I will not be using Uber Eats again because any company that's thinks it is appropriate to do that to their customers is not worth giving my money to.,0.175
734,4490,He just left with order and Uber eats think it is right to charge me not even leaving the food at the door.,0.1428571428571428
740,4530,Was told that it didn't matter if I had pictures of the food made wrong—that there was nothing customer support could do to bypass the limit Uber eats places on accounts who have been locked because of too many returns.,0.5
742,4549,I encourage anyone who has an issues with their order to start returning ALL the food and get a FULL refund tip included and see if that makes Uber Eats adjust how they do business.,0.35
743,4555,"We recommend Uber Eats for anybody, especially families.",0.0
746,4568,"So thanks, Uber Eats, you paid a driver who stole my food with my own money and I hope you keep this up!",0.475
747,4570,"We've Spent over 35,000$ with uber eats and did have uber one,working at universal studios we ordered more then 3x a day for clients etc.",0.1333333333333333
749,4583,Uber eats removed my cancel Uber One button.,0.0
756,4633,"I explained to them the app malfunctioning as well as the lack of an option to change the time, but they insisted that there was nothing I could do...I am extremely disappointed by the accountability of Uber eats and will not use their service again.",-0.75
756,4634,DoorDash has never been an issue for me and I only tired Uber eats because of a 50% promotion.,-0.2
756,4636,"And in Uber eats case, you also pay for what you don't get.",0.0
758,4638,I've been using Uber eats for awhile now and I recently upgraded to their premium service (I forget what they call it) where I pay a fee up front and my delivery fees are waived.,0.0
761,4665,Update: attempting to use the app without notifications means you also won't receive any notice when Uber Eats randomly cancels an already confirmed order after the fact.,-0.0499999999999999
766,4696,Uber eats is just a cash grab now.,0.0
767,4705,I got a new phone and tried to sign into Uber Eats.,0.1363636363636363
772,4737,After a horrible food experience and using Uber eats for my first time ever..,-0.375
774,4755,Placed an order on Uber eats and the order did not arrive.,0.0
774,4760,"After contacting Uber eats support, they tell me I had to remove the tip within one hour of the order for it not to be charged.",0.0
774,4762,Uber eats would not refund the tip.,0.0
775,4764,"I have issues with almost every order I place on Uber eats, and always have my time wasted with no compensation.",-0.2
777,4775,"I've used many delivery services, but Uber Eats is the worst.",-0.25
777,4779,"Once a month, I am forced to deal with Uber Eats or risk losing my monthly Uber credit from American Express.",-0.15
781,4804,"""Free delivery on eligible stores"", but it doesn't tell you all which stores(not that you have many to pick from) I love Uber eats delivery times and communication between drivers but everything else outweighs it all.",0.4666666666666666
782,4805,"One thing I noticed, is Uber Eats charges significantly more compared to DoorDash.",0.5
782,4806,"Be that as it may, I decided to order via Uber Eats anyways.",0.0
785,4826,Who upon being notified of error notified Uber Eats.,0.0
788,4847,"2 Days ago I put in a order to Uber eats, my driver canceled my order and claimed they attempted to call and get in touch with me but never did !",0.0
788,4848,"I had a 42 dollar order , And Uber eats did nothing to help me get my money back , after emailing repeatedly they claimed I canceled my own order .",0.3
788,4851,UBER EATS it should not be this difficult for a customer to get a refund after a terrible experience like this !,-0.75
791,4875,So obviously he's going to keep stealing the deliverys and uber eats is going to keep making millions at the expense of my cold food and the delivery guys salaries.,-0.3
796,4907,Also you can't delete the Uber eats account and keep your Uber account as they are combined.,0.0
799,4921,"Their app wouldn't let me submit orders, then it finally sent it through minutes later after I changed my mind..They tried to charge me $40 to cancel so I called..First team escalated to a manager after arguing with me and blaming me for the issue..Manager picks up, hears me, and then hangs up..I call again and ask to escalate to a manager..I was told that's not how they structured their calls..I told them that's a lie, as it just happened to me..Customer service tried to threaten me by saying these calls are recorded ..I asked them to simply refund my order as the app clearly glitched..I was told I needed to pay $40..I hung up, got my delicious food, disputed the charge with my bank and won my refund..It costs Uber Eats 0 dollars to refund, since they don't technically own these restaurants.",0.2833333333333334
802,4935,I used to be an avid Uber eats user.,0.25
805,4956,"Good riddance, Uber Eats!",0.875
810,4978,I downloaded uber eats and I got an email with a 25 dollar coupon for my first order.,0.25
810,4981,"I returned the order back to the driver, I called Denny's and the manager told me they never received the order from Uber eats.",0.0
817,5017,This isn't the first issue I've had with Uber Eats but it will be the last,0.125
818,5018,We don't use Uber Eats very often.,0.2
818,5022,Uber Eats would not help with the issue because the few times I have used them I have had problems.,-0.2
820,5034,Been using grubhub cause Uber eats was way expensive a year or two ago.,-0.5
825,5060,I spend over $1000 on Uber eats per month.,0.0
826,5068,I've had very good luck with using Uber eats.,0.91
835,5117,"The support provided for Uber Eats Mexico is horrible: -They are extremely lazy -They don't read the information provided -They ignore screenshot provided -They're not customer oriented -If you request a manager, they ignore your request and close the ticket -They copy and paste irrelevant answers instead of reading the new notes -There is no way to call and escalate your case, it's all over the app or nothing -They reject cases even when you prove them wrong -They don't solve any problems and close the case without the customer approval -They should be fired and get the proper agents, that use the rules from Uber USA",-0.3522727272727273
839,5135,"The very first order I ever made with Uber Eats was picked up, but never delivered.",0.325
841,5148,Uber eats is so expensive to use.,-0.5
844,5166,"When I say I prefer Uber Eats, I MEAN IT!",-0.390625
844,5168,It's easy to say I will continue to use Uber Eats for my food delivery needs.,0.4333333333333333
846,5180,"If I could I prefer DoorDash since they ""ACTUALLY CARE"" about me but I can't since the price is to high for me ;( If Uber eats continues on this path of being selfish etc I know they will have no customers and go out of business… Uber fix yourselves ;/",-0.1133333333333333
848,5193,I contacted Uber eats customer at 1:10pm.,0.0
852,5233,"I keep getting charged $9.99 every month from Uber eats, so I tried to close me account or delete it and I can't find that option anywhere.",0.0
859,5282,It seems like we are in a constant battle of dealing with annoying issues like this with Uber eats.,-0.4
861,5291,Uber eats was NOT able to refund me the order as it was marked as complete.,-0.0166666666666666
863,5306,This has happened a few times through Uber Eats so I do believe I will use someone different!!,-0.1
872,5352,..There are many food delivery services; please use one that cares about their customers because Uber eats does not.,0.5
876,5374,I've been a great customer on Uber eats but the last 3 months or so they have been declining.,0.4
876,5378,Do better Uber eats.,0.5
885,5425,I was offered 20 percent partial refund in Uber Eats credits.,-0.1
885,5426,I did not want credits because I decided I didn't want to use Uber Eats service again.,0.0
897,5486,..Or else Uber eats will go broke...Moral to the story?..Don't say yes to everything...Know your worth ( your time and efforts ).And stick to it...Let's go ahead and make this paper!!,0.46875
903,5519,I have had so many issues with uber eats.,0.5
909,5546,I paid thru PayPal so PayPal informed me they spoke to Uber Eats and a refund was approved and my case was found in my favor.,0.0
909,5547,"Now, Uber Eats is saying I owe them the money and won't correct it even after speaking with customer service and being escalated.",0.0
912,5557,"Uber Eats said I'd be credited $5 for the error, which I saw post to my account the same day.",0.0
915,5568,Uber eats is capping off all refunds wether it's their fault or not.,0.0
917,5584,Overall this is the last time I'm using Uber eats or Uber.,0.0
919,5599,After multiple experiences like this I will no longer be using uber eats or uber.,0.0
928,5643,"hello, I find it hard to use Uber eats.",-0.2916666666666667
928,5648,I immediately reported to  Uber eats does nothing about it.,0.0
928,5650,..I  am disappointed in the customer service for Uber eats.,-0.75
931,5663,I really dislike the lack of information or quality that Uber Eats provides.,0.2
932,5665,Uber eats has been progressively going downhill.,0.0
935,5683,Finally I called Uber Eats support and they said they wouldn't do anything and to go kick rocks.,0.0
942,5726,I love Uber Eats.,0.5
942,5727,The app is easy to navigate and as always Uber and Uber Eats is all about customer service.,0.4333333333333333
944,5735,I am so thankful for Uber eats and they have a dedicated new customer because they are the only delivery service running right now.,0.1406926406926406
944,5738,Thank you Uber Eats!!!,0.0
946,5745,"After years of using Uber eats we can no longer deal with their lack of service, even as UberOne no customer service rep will help they'll just hang up when you ask a question they don't understand due to THEIR language.",-0.125
952,5779,"Tried again, same thing, called the restaurant said it's an Uber eats issue.",0.0
952,5783,Uber eats is a scam.,0.0
953,5784,When Uber Eats gets an order wrong you might as well skip dinner.,-0.5
956,5806,"Only on Uber eats can I have 3 straight food orders in a row not be delivered and told it is my fault, no refund and I need to do the work to contact the driver and see what could have been done better.",0.2333333333333333
963,5843,"Instead of being a convenience, Uber eats has made our already stressful life more stressful.",0.5
964,5846,"I ordered through Uber eats and immediately after, I realized it was the wrong location.",-0.5
966,5859,"After 1.5 hours, I called the restaurant (because Uber is impossible to contact), and was informed that that restaurant not only doesn't work with Uber Eats - it never has.",-0.3333333333333333
966,5862,Multiple attempts to contact Uber Eats was met with robots unable to help.,-0.25
967,5871,.Uber eats and Uber have lost Uber One/Gold (or whatever crap they call it) users/subscribers.,-0.8
969,5883,Free 30 day Uber eats is NOT worth it!,0.10625
973,5903,I don't like how Uber eats resolves problems with orders.,0.0
974,5908,I WILL NEVER USE UBER EATS AGAIN !,0.0
976,5918,I overheard a friend talk about Uber Eats.,0.0
977,5928,Never ordering from Uber Eats again.,0.0
981,5950,"The restaurant blames Uber Eats, as they should!",0.0
982,5952,"After having issues with my order, I reached out to uber eats customer service and by the following morning they manage to compensate me for my order which I highly appreciate.",0.08
985,5962,I love using Uber eats.,0.5
991,5993,My order was cancelled BY UBER EATS because the driver couldn't find my house.,0.0
993,6011,Uber eats doesn't care at all.,0.0
993,6013,I highly recommend utilizing any other delivery service besides Uber eats.,0.0175
998,6027,"Use Uber eats like every other week, but get multiple promo notifications EVERY day...It's really annoying I can't disable it.",-0.3083333333333333
1004,6042,I have used Uber Eats for many years and now I am at my wits end.,0.5
1025,6219,UBER EATS HAS DONE THIS SAME THING TO ME AND I HAVEN'T BEEN APPRAISED FOR IT!,0.0
1025,6220,!😕 I've send OVER HUNDREDS of dollars on Uber eats to be faked out on another app you NO BETTER THAN THEM😒 DONT GIVE SOMEONE SOMETHING AND THEN DONT ALLOW THEM TO USE IT!!,-0.390625
1041,6305,"..Back when Postmates was Postmates and not Uber Eats masquerading as Postmates, it was great.",0.8
1044,6334,I'll continue ordering food but I Def won't use postmates / Uber eats ever again.,0.0
1054,6372,"I'll sometime see a restaurant on Uber Eats and the specifically go to Postmates so it arrives fresh, with utensils, sauces etc…great service worth the moola",0.3
1076,6456,"I order from here and uber eats all the time, they are the best and always consider you and your time.",1.0
1104,6560,Better options for order on Postmates compared to Uber eats...Wished I could change bread type for Hawkins Burgers :/,0.125
1124,6702,"I originally got this app because it was cheaper than uber eats with decent service, but now the prices are about the same so I don't see a point anymore.",0.1805555555555555
1126,6731,Especially when I never had an issue using Uber eats.,0.0
1137,6862,Uber eats has always been great for me.,0.8
1138,6882,Use uber eats or another alternative!,0.0
1156,7097,Go with Uber eats instead!,0.0
1165,7176,"Uber eats is super expensive, even with their subscription.",-0.0833333333333333
1180,7327,They should take a page from Uber Eats' book and put buttons at the top that will filter for just restaurants.,0.5
1189,7406,"Go with Uber eats or one of the others, too many good options to put up with this.",0.6
1192,7435,They have a lot to work on and Uber eats and other delivery services don't seem to have this problem at all.,-0.125
1240,7861,Try Uber eats or something more reliable instead.,0.5
1274,8154,I'm sure it's not just me as my gf has the same issue and she completely deleted the app and exclusively uses Uber eats now,0.1999999999999999
1278,8178,As much I'm not a fan of new technologies today but in all due reality this has been amazing just like Uber eats.,0.2028409090909091
1278,8179,But DoorDash has been allot easier to use other than Uber eats.,-0.125
1291,8282,That's why Uber eats is superior I swear bro 😒,0.7
1305,8374,They refused to take the blame or solve the problem your better off with postmates or Uber eats.,0.5
1331,8563,despite the set backs i had with uber eats they always made sure they addressed issues that arose.,0.5
565,3218,"However, I've noticed the past couple of times when I've had issues, the customer service agents have been less than helpful.",-0.2083333333333333
1124,6695,"I've had doordash for a couple of years now, but over the past couple of months it has become an incredibly frustrating experience.",-0.325
10,140,I received a text saying my order was delivered by the front door.,0.0
35,413,The driver never delivered the order to my apartment and order was not at other units or at any of the front doors of the building.,-0.125
104,907,My oxygen tube will not reach the front door.,0.0
163,1221,Which mean front door of your home.,-0.3125
210,1442,They just leave the food and hope you'll wander to the front door and see it's there.,0.0
484,2436,This literally happened:..1) I ordered food..2) App said it was delivered but food never came..3) Customer service says they contacted the driver and he dropped off food in my front door..4) They offered to refund or reorder.,0.0
564,3209,2 days later our neighbor delivered to our front door.,0.0
869,5336,"I checked my front door before going to bed at 9:30 and still no order...Went to app and under past orders, it showed my  order was delivered at 8:30 pm.",-0.25
918,5589,I chose for him to knock my front door.,0.0
1222,7700,"We were by our front door with the windows open the whole time, so apparently customizing their own experience means stealing the food and never arriving.",0.2125
1294,8296,"Between the up charges, the dashers who will drop your food off at the wrong house or at the driveway and not the front door and the customer service that goes through an entire script before you can get a refund for a delivery never showing up, I can't recommend this for anyone.",-0.25
669,4062,"I wish I wasn't writing this negative review, but it's gotten to the point where I need to say something.",-0.3
962,5833,Not exactly sure why this app's overall rating is so high…I see a lot of negative reviews that have 5 stars somehow 🤔 anyway this is about the worst food delivery app I've ever used.,-0.3875
1307,8386,"This feeds in to the memes about DoorDash that a $5 meal costs $60 hahahah Again, this is not a negative review, I am fully happy with your service, I suppose this is just a comment about the times that we are living in.",0.475
1142,6916,However a couple months or so ago the app on my phone became almost completely unusable.,0.1
1253,7974,I started DoorDash a couple months ago.,0.0
560,3151,SMH.. Good luck on your next order,0.35
1218,7674,Good luck to your future.,0.35
1292,8283,If you dasher spills your drink good luck getting a replacement.,0.7
66,669,ordered from a restaurant that is ten minutes away from my house and it took over an hour to get to my destination.,0.0
1122,6658,"I placed an order, two drivers bailed out on the order due to having to wait an extra ten minutes.",-0.0416666666666666
552,3068,I spoke with 2 customer service reps and they both argued with me and said it was delivered to the correct address.,0.0
710,4339,I had to call and they told me they'd make a ‘one time exception' to refund me since they said I didn't provide the correct address despite never using a different address and having confirmation of the address sent to me and shown on the app.,0.0
874,5368,But the app canceled my order when I updated the delivery address since my correct address was out of the area.,0.0
1001,6036,The map looks weird because it puts the black line in a different street even when I put in my correct address.,-0.2222222222222222
1123,6680,However lately it seems I'm having more more issues with my food not being delivered to the correct address or Dashers picking up other orders and my food getting here extremely late.,0.0549999999999999
1261,8057,Costumer service really trash and they will send you into very dangerous places and they wouldn't care  because all about there business not your life even low pay rate when you gotta do more miles then the pay and even in drop off you going to have trouble in the maps never a correct address etc.,-0.056
1303,8355,I ordered food tonight and it wasn't delivered to the correct address.,0.0
1303,8357,"That wasn't true because I ordered the same meal the day before to the correct address and pressed ""reorder"" and confirmed my meal without making any changes.",0.25
166,1229,"i wanted to order something through my university, but had an error message along the lines of ""there are some fields that haven't been filled in"".",0.4
547,3024,"Whenever I press checkout, I get an error message that says ""The promotion you applied couldn't be processed"" and cancels my checkout.",0.0
642,3830,When I tried to pay for order it kept coming up with an error message.,0.0
767,4711,"Uber, maybe you should at least try to show a helpful error message in cases where a user tries to send a recovery email to an account that was created with Google/FB/etc.",-0.2
1151,7014,"Then about a week later, when I tried to use it again, I got the same error message again.",0.0
52,558,"Went to cancel my order, and instead of simply letting me cancel my order they made me text with a customer service representative who I am quite certain wasn't even a real person.",0.138095238095238
541,2966,So we tracked down the customer service number to speak to a real person and get our money back.,0.0148148148148148
593,3435,"When I called customer service (multiple times), they sent me to automated voice recording and when I was able to talk to a real person, they told me I was not eligible for a refund due to ""too many refund requests"" when I had never made one in the past.",0.1374999999999999
876,5376,It is so difficult to get a real person to speak to and when you get someone (super rare) they are no help and they end the conversation when nothing has been resolved.,0.0833333333333333
1171,7250,"But the difference is that every time I've asked for customer service help from doordash, I'm always connected to a real person who is actually perfectly reasonable and extremely helpful about what they can do to make things right for me.",0.1401785714285714
1173,7268,"I'm fed up by this point and look to customer service to see if I can at least get some compensation for the bag of chips that was wrong only to find that I don't talk to a real person, and the robot tells me how I ""unfortunately can't receive a refund or in store credit due to our new policy"" so I've spent over twenty dollars with a bag of chips to show for it.",-0.1485795454545455
133,1092,Driver wouldn't answer phone or text.,0.0
882,5409,"They were unable to resolve the issue of having placed an order from a convenience store for groceries, yet half of the items were missing and I still now have to go out and go grocery shopping.",-0.2888888888888889
1018,6172,I placed an order from a convenience store that was supposed to take 15-30 minutes: an hour later and a dasher had not even arrived at store.,0.0
1336,8589,Convenience stores do not load.,0.0
1336,8590,"Any convenience store whether it's Walgreen's, 7-11, DashMart, doesn't matter.",0.0
409,2204,You subtract the partial refund from the original amount and then charge me again for that amount.,0.1375
409,2205,"Then you process the refund for the first charge which takes days to clear, so for a while I'm double charged instead of a basic partial refund.",0.05
543,2984,it's not my fault places get my order wrong and i should be entitled to a partial refund if some of my order is wrong.,-0.3666666666666667
619,3634,"We finally contacted customer service, who apologized for our order being delayed, and offered to cancel it or at least partial refund...Then the system kicked us out.",-0.1333333333333333
630,3725,The agent gave me a partial refund after a 5 minute hold.,-0.1
1009,6084,"Not to mention, when you order through the app, the restaurant/place almost ALWAYS messes up your order somehow and you only get a partial refund depending on what happened and left with a messed up order still.",-0.0333333333333333
1013,6119,I was told that nothing could be done for me as I had already had a partial refund in the past.,-0.175
1020,6187,The agent gave me a partial refund after a 5 minute hold.,-0.1
1123,6688,The worst part is often times I only get partial refunds when a delivery does not go well.,-0.3666666666666667
1124,6701,"On top of that, when restaurants have gotten my orders wrong, I'm only given a partial refund for my order even though I now have a meal I can't eat.",-0.025
345,2021,"Such a useful app, extremely user friendly, no issues whatsoever, straightforward and easy to earn money and even set goal.",0.2263888888888889
1237,7834,Is that supposed to be motivation for the dasher to earn money?,0.0
115,978,Grubhub has a chat feature to address any issues that customers might have.,0.0
348,2027,Their customer service blocked my chat feature.,0.0
538,2936,All of the customer service interactions are done by a chat feature on the app.,0.0
83,768,"I updated my contact information weeks ago but when the delivery person needed to call me, he had my old telephone number.",0.1
516,2686,"After spending an hour texting customer support (because they don't have a phone number), they tell me they processed a refund and to wait 3-5 business days.",0.0
567,3230,Had to make a new account with a different phone number because they locked mine.,0.0681818181818181
677,4132,The phone number keep going to voicemail.,0.0
765,4687,Last week I earned $20 for referring a friend..After trying to order today they asked for a password and after 2 trys they locked me out and said account not found even after entering my phone number.,0.0
767,4706,I had the correct phone number and email but Uber told me my password was incorrect.,0.0
785,4825,No phone number to call except delivery person.,0.0
310,1885,The option is available to add notes for the deliver and they don't read them.,0.4
396,2177,"I need a the ability to add notes for myself for restaurants or dishes, e.g.",0.0
22,283,..Restaurant Problem #1 was that they did not answer my call...Restaurant Problem #2 was that even though I texted them them that I have been trying to change my address they still sent me extra meals of the same exact order.,0.0833333333333333
181,1302,Is it really that hard to send the same order to the same exact place more than once 💀,0.1097222222222222
793,4885,customer service is just so awful they don't solve your issues or try to accommodate for your experience and they all say the same exact things.,-0.25
