app_name,r_id,review,review_sentiment,s_id,sentence,sentence_sentiment,feature,weight,rating,feature_frequency
grubhub,66,ordered from a restaurant that is ten minutes away from my house and it took over an hour to get to my destination.,0.0,669,ordered from a restaurant that is ten minutes away from my house and it took over an hour to get to my destination.,0.0,ten minute,0.985550468,1,1
ubereats,552,I had the Uber Eats pass for quite some time and ordered regularly with minimal issues.,-0.05,3068,i spoke with 2 customer service reps and they both argued with me and said it was delivered to the correct address.,0.0,correct address,2.738833836,1,4
ubereats,547,"On account creation, a promotion was applied to my account until next month for free delivery.",0.2,3024,"whenever i press checkout, i get an error message that says ""the promotion you applied couldn't be processed"" and cancels my checkout.",0.0,error message,1.600892668,1,2
grubhub,52,"Waited over almost an hour for my food, saw it was delayed and got a feeling something was wrong as my food apparently hadnt even begun to be prepared.",-0.225,558,"went to cancel my order, and instead of simply letting me cancel my order they made me text with a customer service representative who i am quite certain wasn't even a real person.",0.138095238,real person,1.45276869,1,4
ubereats,882,"They were unable to resolve the issue of having placed an order from a convenience store for groceries, yet half of the items were missing and I still now have to go out and go grocery shopping.",-0.288888889,5409,"they were unable to resolve the issue of having placed an order from a convenience store for groceries, yet half of the items were missing and i still now have to go out and go grocery shopping.",-0.288888889,convenience store,1.542879538,1,1
ubereats,619,"Uber Eats customer service and delivery is overpriced and horrible...Our estimated arrival time and ""latest arrival times"" kept changing further and further back.",0.125,3634,"we finally contacted customer service, who apologized for our order being delayed, and offered to cancel it or at least partial refund...then the system kicked us out.",-0.133333333,partial refund,3.820136659,1,1
grubhub,83,"I updated my contact information weeks ago but when the delivery person needed to call me, he had my old telephone number.",0.1,768,"i updated my contact information weeks ago but when the delivery person needed to call me, he had my old telephone number.",0.1,phone number,2.099642083,1,3
grubhub,310,I am only continuing this app to finish out my trail.,0.0,1885,the option is available to add notes for the deliver and they don't read them.,0.4,add note,1.455123751,2,1
grubhub,22,App Problem #1 was that the app showed wrong delivery address type (home/business).,-0.5,283,..restaurant problem #1 was that they did not answer my call...restaurant problem #2 was that even though i texted them them that i have been trying to change my address they still sent me extra meals of the same exact order.,0.083333333,same exact,1.079113587,3,3
doordash,1251,I ordered from DoorDash and when the driver called me to say that he couldn't find my place I was giving him directions on how to get to my place he got all flustered and told me I don't know man I don't know I just don't know where I'm going I'm going in circles and I said well maybe you should have a job like this if you don't know directions then he's like well where do I go and I go to where are you at cause I don't know man I don't know there's no street signs there's street signs all over.,0.0,7969,i ordered from doordash and when the driver called me to say that he couldn't find my place i was giving him directions on how to get to my place he got all flustered and told me i don't know man i don't know i just don't know where i'm going i'm going in circles and i said well maybe you should have a job like this if you don't know directions then he's like well where do i go and i go to where are you at cause i don't know man i don't know there's no street signs there's street signs all over.,0.0,know man,0.94476918,1,1
grubhub,67,"Be very careful when you use this platform, check your bank account for unauthorized transactions from this company.",-0.13,676,"be very careful when you use this platform, check your bank account for unauthorized transactions from this company.",-0.13,bank account,2.344034182,1,3
ubereats,655,"My experience with this app in the Chesapeake, VA area is that many restaurants simply don't partner with Uber Eats.",0.25,3951,"this has led to, at times, everyone picking a restaurant, each person going through the menu, placing the order, having it cancelled (or getting a pop up halfway through the order that the restaurant is ‘no longer available'); just to have to go through the whole process again.",0.3,whole process,1.269728624,1,1
grubhub,57,Where to begin… this company is truly terrible when it comes to customer service.,-1.0,599,"the latest fiasco, they blocked me from ordering using my credit card but were perfectly fine taking my money from the same credit card for grubhub+.",0.305555556,credit card,8.974508265,1,16
postmates,1088,I ordered food for my sick 2 year old daughter and they took my money but didn't send out food and when I called them about it they said I didn't have an order on file.,-0.307142857,6500,i ordered food for my sick 2 year old daughter and they took my money but didn't send out food and when i called them about it they said i didn't have an order on file.,-0.307142857,year old,0.754884671,1,1
grubhub,93,My fiancé and I ordered food tonight and decided to go with grub hub.,0.0,838,the best they could do is give me a five dollar coupon.,1.0,dollar coupon,1.659097234,1,2
ubereats,972,After multiple issues with this company I decided to part ways and take my business elsewhere.,0.0,5901,for a company as big as this there should be a support number for customers they can call for any issues and actually be able to speak to a human on the other end to help resolve issues.,0.09375,resolve issue,5.142073529,1,1
grubhub,49,I tried grub hub plus.,0.0,535,the only thing they got right was the beverage and sides.,0.142857143,only thing,4.236641947,1,6
grubhub,197,I've been a GrubHub+ member for over 2 years.,0.0,1376,"if grubhub thinks they can steal from their loyal customers, everyone should abandon them and put them out of business.",0.333333333,loyal customer,5.548139685,1,8
grubhub,470,Delivery apps like this will milk you for any extra penny you have.,0.0,2406,"nobody is paying you to use this app, so why pay grubhub to save money only to spend even more?",0.25,save money,7.888337292,1,4
ubereats,604,You'll get lucky if you get a good customer service rep when things go wrong.,0.177777778,3534,i have even tipped someone who had a horrible delivery and they told me they could not take the tip back because it had been past the 3 hour time frame but i reported straight after the delivery.,-0.2625,time frame,1.8600859,3,1
grubhub,244,"Placed an order, but got an ""oops a problem occurred"" message, they still charged my account and held the money until I chatted with them for an hour.",0.0,1592,they would do nothing to compensate my wasted time or missed window to order the food i wanted because my account was new.,-0.031818182,wasted time,1.90234439,1,2
grubhub,1,They blocked my account in sept I have followed the email steps and still have not yet received any response.,0.0,31,"i put in the app ""order not started until i arrived "" you would think they will adjust your time stamp to deliver.",0.0,time stamp,0.866818433,1,1
doordash,1198,I've been an avid DoorDash user for years.,0.25,7497,if you don't want to take responsibility for the restaurants on your platform don't be surprised when you either lose customers or have people continuously making new accounts or finding some other way around this awful new policy.,-0.150454545,take responsibility,1.090992005,1,1
postmates,1038,"I will no longer be using Postmates, and I highly recommend that others do the same.",0.08,6292,"the past month, i have had a problem with nearly every single order i have received, whether it be arriving an hour late, receiving less than half of my order, or the order being completely cold by the time it arrives.",-0.207823129,past month,1.434275382,1,1
grubhub,23,The app is what it is a food ordering service.,0.0,300,just a word and maybe it is just my bad luck with these guys but i will not waste another 1hour of my life to cancel the order and get an apology.,-0.3,bad luck,1.106972281,1,2
ubereats,897,"Here's how I've manage to get over $200 a day for driving just 5-6 hours:..When you get a notification from Uber, check at the amount you will be receiving for the delivery.",0.0,5485,"this is their way to cheat you out on a good offer...what will end up happening is that they will increase the amount of $$$...when no one accepts the small amount of $$$ uber or the buyer of the food will be forced to increase the amount of the offer...when everyone follows this rule of thumb, everyone doing deliveries will be expecting a higher pay.",0.1,one accept,0.945943913,2,2
ubereats,899,Save yourself the hassle either use door dash or go to the store yourself.,0.0,5500,the drivers will often mark delivered and drive off with your order if you live in downtown and they don't feel like finding parking.,0.136363636,mark deliver,4.326654674,1,1
grubhub,62,"I used DoorDash for a couple years and just canceled because I was bored of the same restaurants, their drivers suddenly started delivering my food to the wrong house, and I had to reorder and hope they got it right..I switched to Grubhub and at first I loved it.",-0.008333333,641,"i used doordash for a couple years and just canceled because i was bored of the same restaurants, their drivers suddenly started delivering my food to the wrong house, and i had to reorder and hope they got it right..i switched to grubhub and at first i loved it.",-0.008333333,couple year,1.278088597,2,1
grubhub,196,Waited over an hour for our food.,0.0,1365,"i contacted them to make sure things were okay, they informed me their drivers were busy but they were prioritizing my order.",0.366666667,make sure,6.53141641,1,7
grubhub,98,I'm going to stop using Grubhub and go back up Uber eats!,0.0,867,grubhub drivers never follow delivery instructions and yet i have no way to void / remove tips for poor service unless i contact grubhub and spend 30min in que!..other apps i can add or remove tips after the delivery myself but grubhub automatically gives the tip and makes it hard to remove it making their drivers lazy and feeling entitled to something that is earned through hard work and good service!..also for crying out loud add a option for basement apartment in your address fields!,-0.086904762,other apps,4.431838485,1,5
ubereats,501,I used Uber Eats for the first time a month ago.,0.25,2497,after countless times they did not remove both charges or fees totaling of over $100 because i now had to place the order twice.,0.0,countless time,1.579625344,1,3
grubhub,22,App Problem #1 was that the app showed wrong delivery address type (home/business).,-0.5,284,..restaurant problem #3 was that they ignored the fact that they received 3 exactly the same orders from the same person to the same delivery location within 2 minutes or so...grubhub support problem #1 is that they are bot customer satisfaction oriented.,0.0625,customer satisfaction,1.372697463,3,1
grubhub,199,Ordered food for myself and kids.,0.0,1386,waited an hour and then they email me to tell me my order was cancelled and that i would see my money back in 5 business days.,0.0,business day,5.537358073,1,11
ubereats,673,So I had an issue where I didn't receive some food items.,0.0,4097,the customer service  made it seem like the main issue was the hair in the food.,0.166666667,main issue,1.424657814,1,1
doordash,1276,At least half of the dashers will be people too incompetent to get hired at any job.,-0.272222222,8166,"oh, but you can spend $12 a month to get rid of scummy fees, but only if what you order is over $10 in food 🤷🏼‍♀️ you're better off spending that money on gas and going to get your food yourself.",0.25,get rid,1.330331541,1,1
ubereats,980,Special-needs people that use this app to feed themselves.,0.0,5943,"when trying to get ahold of someone to talk to , but they don't have a hotline to talk to someone .",0.0,get ahold,1.82962423,1,1
ubereats,915,Uber eats is capping off all refunds wether it's their fault or not.,0.0,5575,up charging all products by double and you will not get your order full 90% of the time and now will not get refunded.,0.175,get refunded,1.269678335,1,2
doordash,1118,"Giving one star because doordash has been my go to for a few years now, and when we have issues with the food they were really good at fixing the issue.",0.25,6598,"giving one star because doordash has been my go to for a few years now, and when we have issues with the food they were really good at fixing the issue.",0.25,few year,2.416942379,1,1
ubereats,736,Please use GrubHub or DoorDash do not use UberEats this company is ran by a bunch of convicts who wanted to steal money from innocent people this company is a disaster and everything about them is horrible they will say one price and then as soon as they get your card information try to milk you for every single dollar you've got they do not want to deliver your food they do not want to see you eat this company wants to just take your money and watch you starve on the side of the road everything that they sell and everything that they have is overpriced this company is absolutely horrible and needs to be shut down immediately because they're all convicts and just scam artists,-0.254497354,4499,please use grubhub or doordash do not use ubereats this company is ran by a bunch of convicts who wanted to steal money from innocent people this company is a disaster and everything about them is horrible they will say one price and then as soon as they get your card information try to milk you for every single dollar you've got they do not want to deliver your food they do not want to see you eat this company wants to just take your money and watch you starve on the side of the road everything that they sell and everything that they have is overpriced this company is absolutely horrible and needs to be shut down immediately because they're all convicts and just scam artists,-0.254497354,card information,1.150095525,1,1
grubhub,94,"I ordered nachos from a restaurant late at night as I didn't eat dinner, and the driver said it was dropped off.",-0.3,840,"i ordered nachos from a restaurant late at night as i didn't eat dinner, and the driver said it was dropped off.",-0.3,eat dinner,0.986523652,1,1
ubereats,784,"When UberEats application or your connection have an issue and UberEats server is unable to connect back to your phone, UberEats will ASK YOU TO RETRY YOUR ORDER WITHOUT YOU KNOWING UBEREATS ALREADY PROCESSED THE FIRST TRANSACTION.",-0.083333333,4821,"frustrating...for whoever's fault, if you cancel, ubereats will not return the entire amount.",0.0,entire amount,0.87827188,1,1
ubereats,575,I ordered food to be delivered to my girlfriend who is in a pinch and doesn't have money for lunch.,0.0,3298,"instead they offer ""uber cash"" which traps you into spending more with them, and they refused to refund the 2nd order that was unable to be completed as well...completely dissatisfied and now i'm out 50-60 dollars.",0.0,uber cash,6.862137426,1,5
ubereats,820,Been using grubhub cause Uber eats was way expensive a year or two ago.,-0.5,5035,"now the delivery fee is 4$, the base prices seem lower, you can pay for 2$ faster delivery if you want.",-0.8,base price,0.847665153,5,1
grubhub,14,I've never used meal delivery services that require a membership to be more affordable.,0.5,207,these are always cases where they delivered to the wrong address.,-0.5,wrong address,7.66924991,4,10
grubhub,212,Not feeling well so have gotten grub hub this weekend for the family.,0.0,1456,you pay extra for convenience but all you get is cold food you didn't even want.,-0.3,pay extra,5.319033082,1,2
grubhub,220,Be careful… Grubhub is NOT reliable.,0.0,1502,they miss the whole point of the inconvenience they have caused and the reason why we ordered delivery for a reason!!,0.3125,whole point,1.074701039,1,2
doordash,1258,I usually always go to the store buy and pick up my own food.,0.175,8033,"all the food is taxed on top of the actual price through this app, on top of that you want me to wait an hour for the delivery, and still want me to give the driver a tip.",0.333333333,actual price,0.929723664,1,1
grubhub,7,"I ordered Wendy's one night at around 10:00 - 10:15, and they had to delay my order for about 30 minutes, which i get, stuff happens ya know it can't always be perfect.",1.0,116,"i attempted to contact support multiple times after but for some reason it would not reconnect me to anyone else, i did get reconnected to one person, however they said nothing the entire time, and after sitting in the call for about 5 minutes with no response, i left.",0.0,contact support,9.72780843,1,9
doordash,1122,"I placed an order, two drivers bailed out on the order due to having to wait an extra ten minutes.",-0.041666667,6659,mind you we tip a ridiculous amount both being in the service industry.,-0.333333333,ridiculous amount,1.202852077,1,1
ubereats,800,"My experience has been very good, .Most drivers arrive on time, .My food is never tempered with, .I always tip well if I get 100% everything I ordered, I know late nights can get frustrating and tiring but us people that order appreciate you and all you do to make this experience the best so I thank you for that.",0.3025,4923,"my experience has been very good, .most drivers arrive on time, .my food is never tempered with, .i always tip well if i get 100% everything i ordered, i know late nights can get frustrating and tiring but us people that order appreciate you and all you do to make this experience the best so i thank you for that.",0.3025,late night,1.382867271,5,2
ubereats,653,I use Uber Eats all the time.,0.0,3935,if your order doesn't arrive or an item is missing you can call uber and they will refund the money spent on the order or item.,-0.15,money spent,1.071687972,4,1
ubereats,570,Both the app and the service are terrible in my experience.,-1.0,3260,"i just gave them another try after a bad experience a while back, and it was a total fail.",-0.3,bad experience,8.695024007,1,3
grubhub,480,Extremely unprofessional and full of bugs.,0.1125,2429,"i send messages through the customer service chat, and there is a bug: as soon as they respond, i automatically get a message saying that i did not respond, and they close the chat.",0.0,send message,2.798061164,1,1
doordash,1293,If you want real advice take it right here it's waaaay better if you go by yourself grab your food and take it home then using this app but if you can't go grab the food yourself use this I only rated it one star because of the tax that's thrown on here for no reason I can't even tip the DoorDash driver bc 10 dollars gets added on every meal you order to sum up the story / if you absolutely can't get the food yourself use this app but if you can then absolutely do NOT use this app you'll waste waay more money on tax than gas using this.,0.173214286,8294,if you want real advice take it right here it's waaaay better if you go by yourself grab your food and take it home then using this app but if you can't go grab the food yourself use this i only rated it one star because of the tax that's thrown on here for no reason i can't even tip the doordash driver bc 10 dollars gets added on every meal you order to sum up the story / if you absolutely can't get the food yourself use this app but if you can then absolutely do not use this app you'll waste waay more money on tax than gas using this.,0.173214286,go grab,2.072041858,1,1
grubhub,1,They blocked my account in sept I have followed the email steps and still have not yet received any response.,0.0,35,you guys should get customer service employee's to help with blocked accounts instead of having drivers waiting and responding to emails that never receive a reply!,0.0,customer service,94.17116187,1,115
ubereats,555,Experienced total dissatisfaction with the whole app and services.,0.333333333,3100,and although the refund is great it still did not make up for a total waste of time and a complete let down when the food i expected to received was not delivered as expected.,0.049206349,total waste,1.359661482,1,1
ubereats,867,Place an order any time late and night and watch as the app tries and fails to find you a driver.,-0.3,5329,ive had like 3 orders that have been canceled because the app couldn't find a driver and they make you wait hours until its canceled to give you your money back.,0.0,wait hour,18.29633332,1,1
ubereats,625,"While the app itself works fine, my husband and I had an awful experience last week while we were on vacation.",-0.194444444,3682,"while the app itself works fine, my husband and i had an awful experience last week while we were on vacation.",-0.194444444,awful experience,1.516220264,1,1
ubereats,546,"I don't usually order with them, but we have very limited delivery options in our area and try various options (DoorDash, grubhub, etc.).",-0.114285714,3017,we had to have a reorder because it wasn't telling the drivers our house number so the first driver just left our order at a random house even though the box of food they were delivering had the full address with house number on it.,0.025,house number,0.997214111,1,2
ubereats,537,This app likes to waste people's time.,-0.2,2924,they will tell you 25 to 30 minutes when you are ordering and then give you an estimated arrival time 35 minutes from now.,0.0,arrival time,3.847239286,1,3
grubhub,302,Great app… Intuitive easy interface makes ordering and checking out painless.,0.616666667,1852,i don't see the value in it… had it for a few months..ehhh,-0.2,few month,1.844640274,5,2
ubereats,687,"Would be a four, but prices are getting out of control in general.",0.05,4200,"lastly, menu options do not reflect what is actually available from a location, and alterations are not sometimes possible on the app, when it would not be an issue in person.",0.133333333,menu option,1.147679702,3,2
grubhub,490,Great order that I got from Applebee's.,0.8,2454,i'm ordering the same thing again today it was great thank you,0.4,same thing,6.752137052,5,4
ubereats,815,The app closes down while processing an order at least twice - this never used to be the case but lately I noticed how it crashes once you place an order and again when the app begins to process the order.,-0.251851852,5008,"this doesn't happen on any other food delivery app - i use uber as i get uber credit every month but without that, i would place an order elsewhere as it's quite annoying when the app crashes and gives you a black screen for 5 seconds each time",-0.363888889,app crash,1.491805247,2,4
ubereats,518,I am completely and totally frustrated with Uber eats!,-0.3875,2704,"i didn't request a refund on a whole meal or anything like that, just the drink because it was either missing or wrong!",-0.208333333,whole meal,1.112807506,1,1
grubhub,387,Incorrect order (which happens) but then followed by a poor customer service to which my chat was ended by the rep because I couldn't respond quickly enough.,-0.2,2147,"to summarize: we ordered 4 items, they delivered one, charged us $20 for it and said it was company policy.",0.0,company policy,1.627682638,1,1
ubereats,889,App Never let me / prompted to add the menu item or discount for an extra item.,0.0,5445,everything else is great but was weird it would not let me add menu item to mc donald's order over $15 2x in a row,0.15,add menu,1.26582959,5,2
grubhub,21,I absolutely hate this food app.,-0.8,270,they also didn't want to give me a full refund for waiting over 2 hours when estimated delivery was 30 min.,0.35,full refund,8.796299764,1,7
ubereats,879,I proceeded with the order to make my point .,0.0,5394,mcdonald's and and the process continue saying the menu changed while you were browsing.,0.0,menu change,1.65936015,2,1
grubhub,323,I enjoy Grubhub because of the convenience of how quickly you can order.,0.366666667,1938,sometimes they have good deals to shave off all those extra fees.,0.35,extra fee,3.631952091,4,6
doordash,1160,First of all I never write reviews so this is a first time for me which shows how bad of an experience this was.,-0.066666667,7131,i've never had a problem with grubhub and if there's an issue they are more than willing to help you out with no issues on their end... also the double dash feature doesn't always work.,0.25,double dash,0.963431369,1,1
ubereats,521,"I was charged a ""cancellation fee"" worth 2/3 of the order because the App didn't update my location when I changed states and I had to cancel an order immediately after making it (less than 15 seconds) because it was going to the wrong state.",-0.122222222,2739,"i was charged a ""cancellation fee"" worth 2/3 of the order because the app didn't update my location when i changed states and i had to cancel an order immediately after making it (less than 15 seconds) because it was going to the wrong state.",-0.122222222,cancellation fee,1.114775738,2,1
grubhub,269,Fees even when paying for plus.,0.0,1712,"their grubhub guarantee is a joke as my order was late and i was never given a credit, it says it will be issued in 24 hours and that was 2 weeks ago.",-0.3,grubhub guarantee,1.357180375,2,2
grubhub,182,There are a few places that I will avoid because I know it's going to take forever to get the delivery when promised.,-0.2,1304,"when that does happen, however, grubhub is good about compensating you with one click once your estimated delivery time window has come but your food hasn't.",0.7,estimated delivery,1.54689908,4,5
ubereats,537,This app likes to waste people's time.,-0.2,2923,your order will take longer than they say almost guaranteed and on top of that they give you 3 different times.,0.25,take long,4.30667593,1,1
postmates,1096,I'm SHOCKED people still use postmates.,-0.7,6532,"they refuse to fix issues that is their fault (like assigning a delivery person and thus the food being spoiled by the time it arrives)...if you try to cancel an order that's over an hour late, they still charge you $20 for the order!!",-0.46875,fix issue,4.197209261,1,2
grubhub,56,I ordered from a cookie place and it said it was going to be here in like 30-45 mins so I was like ok.,0.5,592,the next day we went outside and the cookies were on the ground.,0.0,next day,2.596069616,1,3
doordash,1163,Do not drive for these people being paid the bare minimum for orders is insane !,-0.475,7157,so now a customer is upset with her order canceled for no reason and the one i needed canceled was still there after being told i wuld be compensated for the one she mistakenly canceled i realized that compensation wasn't there called them and wen i tell you they cannot comprehend a single thing in life !,-0.089285714,single thing,0.77913258,1,1
ubereats,845,I was trying to get two food items from a nearby restaurant and it said that it would take 30-40 mins.,0.0,5171,i was leaving that spot so i reordered it to go to a different location.,0.0,different location,1.865847775,1,2
grubhub,86,"These delivery apps were incredibly convenient creations, however, it's absolutely ridiculous that they won't let you use promo codes unless you're a brand new customer.",0.234343434,794,"if someone would just invent a way for me to get items at menu price and only pay a delivery fee, you could put these shiesty businesses out of business and collect all the business and money for yourself.",0.0,menu price,1.096028809,2,2
ubereats,684,My coworkers and I have ordered twice with Uber Eats once in July and once in November(today).,0.0,4184,both times we paid for priority delivery and the orders have shown up well past the window.,-0.25,priority delivery,3.603910623,2,4
ubereats,548,"Between UberEats and DoorDash, UberEats has been the worst app.",-1.0,3035,".so when i contacted support a second time to cancel my order, the person tells me to wait until the store closes and if no movement then they will refund me.",0.0,store close,1.845994816,1,2
ubereats,546,"I don't usually order with them, but we have very limited delivery options in our area and try various options (DoorDash, grubhub, etc.).",-0.114285714,3020,he told me i sound confused and must have put it in the wrong place and i should be grateful he even decided to deliver it to us as most people don't deliver to our area.,0.0,most people,1.149645366,1,2
ubereats,862,Get ready to have messed up food and the app tell you it's not eligible for a refund!,0.25,5298,don't waste time or money on this company bc all they want is the money and don't care if you're able to eat the food when it comes or not and don't care if it doesn't show up.,0.15,waste time,13.54927686,1,1
ubereats,523,I ordered for pickup for nandos and my app autoset to another location 40 minutes away from me.,0.0,2760,that's when i realized it was to the wrong location.,-0.5,wrong location,3.538893788,1,1
ubereats,595,My order was received with my coffee not even half full as it had spilled all over the sandwich I had ordered.,0.091666667,3454,support claims there was no picture attached and bc the app doesn't save the photo to your phone i had nothing to send later when they asked for it again.,0.0,support claim,0.831130621,1,1
grubhub,238,Menu items are so marked up that I only use it when I have to since I'm disabled.,-0.033333333,1569,menu items are so marked up that i only use it when i have to since i'm disabled.,-0.033333333,menu item,2.797767237,4,3
grubhub,15,I have had to deal with their customer service several times.,0.0,213,they have all been horrible experiences.,-1.0,horrible experience,2.597190616,1,1
grubhub,470,Delivery apps like this will milk you for any extra penny you have.,0.0,2404,delivery apps like this will milk you for any extra penny you have.,0.0,delivery apps,8.200504331,1,6
ubereats,675,The coupons aren't really worth it.,0.3,4114,"i get it, everyone has to make money somehow, but don't give coupons if they aren't going to actually do anything.",0.0,give coupon,2.399959482,3,1
ubereats,780,Uber refused to refund my order after it was delivered to the wrong house.,-0.5,4794,uber refused to refund my order after it was delivered to the wrong house.,-0.5,wrong house,3.46063318,1,3
ubereats,715,"When you have issues with an order they connect you with a bot, not a live person, and it's impossible to find a way to contact a live person.",-0.199494949,4372,"when you have issues with an order they connect you with a bot, not a live person, and it's impossible to find a way to contact a live person.",-0.199494949,live person,0.766249645,1,2
ubereats,693,"The app is pretty cool, I've always had good experiences with delivery , but: 1.",0.433333333,4228,"moreover there are additional charges for uber, such that even paying for the premium you are not breaking even before tip.",0.0,additional charge,1.02212409,4,2
grubhub,308,Please please please hire better people or educate the one you have on how to treat customers.,0.5,1876,please please please hire better people or educate the one you have on how to treat customers.,0.5,treat customer,4.130781386,1,3
ubereats,585,I am not very satisfied with Uber eats.,-0.192307692,3369,"horrible service and they don't notify you when they drop your food off so how do you know it's the right location anyways, that is not how you do service it's like you have to constantly watch your food being delivered and you better not be busy because they will drop and just leave with no point of contact, they will refund you but your tip is gone!!!",-0.003794643,right location,0.879761878,1,1
doordash,1335,The app is only good for delivering food and the food at most times isn't even worth it which has nothing to do with the app itself but this app is so money hungry and greedy that If you do have a mistake with your order or your DoorDasher is unavailable to complete it you can only get a refund in tips and not the full price.,0.278571429,8585,the app is only good for delivering food and the food at most times isn't even worth it which has nothing to do with the app itself but this app is so money hungry and greedy that if you do have a mistake with your order or your doordasher is unavailable to complete it you can only get a refund in tips and not the full price.,0.278571429,full price,1.149904003,1,1
doordash,1299,I used DoorDash all the time and had no problems until recently.,0.0,8330,"if you are left without your dinner like i was last weekend, (because it wasn't delivered with the rest of my food) all you can get is a refund.",0.0,last week,1.081768393,1,1
grubhub,122,We have been faithful to Grubhub for years.,0.0,1025,they had screwed up the last few orders but i had proof that this order was completely wrong and they said they wouldn't refund the order based on excessive refunds.,-0.2375,last few,1.578218547,1,1
grubhub,95,"System works great, food is always good and the communication of my order status is top notch, but there are just way too many fees.",0.625,848,"you have to pay a delivery fee, a service fee, a tip, and the price of the food is higher on grubhub than you would pay at the restaurant.",0.25,delivery fee,21.09705573,4,23
ubereats,771,Great app if your being lazy to go out n grab items or food.,0.275,4733,wish there was a way to leave reviews for drivers they actually do a great job.,0.8,leave review,3.26702426,5,1
ubereats,732,I've never used this until today.,0.0,4479,i put in the right address but took the driver to a completely different place..was on the phone with the driver trying to look for him but he couldn't do anything about the order.,0.142857143,right address,0.943746016,3,2
grubhub,464,Grubhub + is very misleading.,0.2,2385,you have to spend nearly $20 to get the free delivery and even then you aren't guaranteed free delivery.,0.3,free delivery,6.202622955,3,2
grubhub,473,"Thank you for a fast Delivery, my mom is in hospital and her food tray came and she was very dissatisfied, so I placed an order and you guys Delivered her food so fast!",0.216666667,2411,"thank you for a fast delivery, my mom is in hospital and her food tray came and she was very dissatisfied, so i placed an order and you guys delivered her food so fast!",0.216666667,fast delivery,1.613969554,5,1
grubhub,72,Multiple times in the same week I have had my orders delayed for over 2 hours or never received at all after saying they had been delivered.,0.0,704,multiple times in the same week i have had my orders delayed for over 2 hours or never received at all after saying they had been delivered.,0.0,multiple time,9.578373097,1,11
ubereats,630,Spoke to an agent about a reorder for an order that was dropped off that the wrong house in the wrong neighborhood.,-0.5,3728,i assume that is an automatic email response they had.,0.0,email response,1.082339294,1,1
postmates,1062,I Love Postmates because they have great service and good deals and the drivers usually I'll always get the orders right but when they don't they're ( Postmates customers service) always quick to make things right,0.379251701,6400,i love postmates because they have great service and good deals and the drivers usually i'll always get the orders right but when they don't they're ( postmates customers service) always quick to make things right,0.379251701,good deal,2.453121192,5,1
ubereats,587,I've been having them for years.,0.0,3381,my husband even worked for them during the pandemic and it is ridiculous the amount of times we've had to reach customer support for issues of all kinds.,-0.333333333,reach customer,4.436565912,1,1
ubereats,690,"With Chick-Fil-A orders, the app doesn't let me select any of the required sides and drinks.",0.0,4215,"this is also happening with local restaurants...my other favorite ""feature"" is when the search shows you dozens of restaurants but when you tap them, it warns you ""this place will close in 3 minutes.""",0.125,local restaurant,2.25703686,1,2
ubereats,830,"As drivers we are not happy with Uber… we are not being given information anymore, add in some of you don't tip.",-0.4,5093,"ie… delivery comes up 5.5 miles pay 4.35 two things on why we aren't going to fulfill this order(well a new or desperate driver will eventually) 1) we are not given any info restaurant, location, drop off area 2) low pay, either because of uber or customers being cheap.",-0.015909091,low pay,0.73428433,1,1
grubhub,23,The app is what it is a food ordering service.,0.0,299,this is not the first time it has happened!,0.3125,first time,17.88112268,1,16
grubhub,414,Took a while to get but I ordered during traffic time but I must say it was hot crispy and really tasteful only problem is they forgot the drink and cookie that came with the pot pie meal other than that it was really good 😊,0.205,2219,took a while to get but i ordered during traffic time but i must say it was hot crispy and really tasteful only problem is they forgot the drink and cookie that came with the pot pie meal other than that it was really good 😊,0.205,only problem,0.87783119,4,2
ubereats,783,"They're definitely upping their selection of foods, and I'm also a part time driver and I can say the drivers are treated well and the drivers are usually very good.",0.455,4815,i waited 2 and a half hours for my breakfast during a slow time when everyone should be awake (8:30) they ended up canceling my order with no explanation or credit for the inconvenience.,-0.233333333,half hour,2.377771703,3,1
grubhub,34,"The reason I called customer care was because the driver left my food out on the sidewalk in front of my apartment building and didn't bother to call or text through the app, just sent a picture of the food on the dirty concrete, and dogs use that area to relieve themselves often.",-0.15,409,"..my husband had to reiterate the story of the crummy delivery drop off to both salim and his supervisor before we finally got a refund for the inedible food, but no additional credits for our trouble.",-0.1,inedible food,0.93611491,1,1
ubereats,979,"A couple joke of an app and customer service is hard to get a hold of, they make it nearly impossible to talk to an actual person.",-0.319444444,5935,"when you do they don't help the issue you might be having, they say sorry then continue to give the same automated response thinking that will help.",-0.25,say sorry,2.35335916,1,2
doordash,1231,"I don't know how this happens but if I just don't pay for dashpass, service is entirely hit or miss.",0.0,7787,..so if they mess up enough the only way to get your money back is to order again.,-0.04375,only way,1.770486863,1,1
ubereats,776,Uber not only lets people that can't follow a gps deliver for them but they also have the worst customer support system I've ever seen.,-0.5,4769,uber not only lets people that can't follow a gps deliver for them but they also have the worst customer support system i've ever seen.,-0.5,support system,0.577350269,1,1
grubhub,26,"Not only is Apple somehow changing 1-star reviews to 5-star for this app, but in the app you can't even review a restaurant or driver once you have a problem.",0.0,319,"not only is apple somehow changing 1-star reviews to 5-star for this app, but in the app you can't even review a restaurant or driver once you have a problem.",0.0,star review,1.302249593,1,2
doordash,1186,DoorDash used to be great.,0.8,7373,you have to contact customer support.,0.0,contact customer,14.8072578,2,2
