r_id,reference_review
531,"The driver also has to maintain the vehicle with gas, etc."
531,Uber doesn't feel like they deserve to be real humans so they give their drivers 0 worker rights.
531,Uber is now back door punishing me for my support claims by making me wait hours for my food with no ability to cancel.
531,Uber your trash and you're never getting any of my money again...Terrible app!!!
531,They continually adjust the estimated delivery time so they're not wrong.
531,Paid for fast delivery and it still took a long long time for the food to get here.
538,I have had several interactions with the customer service department at Uber eats.
538,They refuse to work with their customers when the customer and the delivery driver both acknowledge that the problem was originated on the restaurant's end of the order.
538,"I have now been denied a refund on 2 separate occasions when a restaurant did not contact me when they were out of an item on my order (which the Uber eats guidelines specify they should do) and when I chose to cancel the order instead of accept it with an unwanted substitute, I am still charged!"
538,"..Not only am I irritated and frustrated by the lack of regard of company policy by its customer service department, I cannot even get a person on the phone to speak to!"
538,All of the customer service interactions are done by a chat feature on the app.
538,"I don't want to chat with a computer , I want to speak to a real human!..Uber eats, you have lost a long time customer today!"
538,Shame on you for not hearing out the CRAP your customers are tolerating from some of your restaurant partners!
646,$40 of my $78 food order was missing.
646,"After reporting the issue on the app, The uber eats App ""auto credits"" me $5 and says sorry cant help you anymore."
646,"Five dollars is not nearly close to equaling the $40 so I tried to get further assistance on the order, since the app clearly got it wrong."
646,Uber eats App blocks every attempt to resolve this issue on my end.
646,Cant even get in touch with a real human to speak with or even an email or chat to resolve this issue.
646,And whats worse….
646,"They didn't even return the $5 to my card, they give me a five dollar ""store credit"" on an app I'm never gonna use again..Awful when things go wrong with your order on this app.Good luck.Good buy uber eats delivery for me!"
1035,I order food at 1:07 pm.
1035,It said it would be here by 1:20.
1035,(Starbucks is extremely close to my location).
1035,"It is now 1:36, my order is ready waiting at Starbucks and there is still not a delivery person assigned to my order."
1035,"I contacted support and it was not helpful at all, they aren't real humans it's literally just computers."
1035,It now says my order will be delivered by 2:10 latest because it hasn't connected me to a driver.
1035,I've tried contacting support and they r the most unhelpful thing ever.
1035,Bye.
757,Nice app they have your favorite restaurants the only problem for me tho is that your delivery person should focus on one order not have multiple orders from lots of people like I'm still waiting on my delivery and I have an appointment at 11am and it's 10:43am and I'm waiting on my meal but the delivery person is delivering someone elses food you should change that and make them do just one delivery once done they do another one pls
754,I ordered a big order .
754,"The driver was in the same position for over 2 hours to then I found out that the order had never been picked up, the  driver never answered after I contacted  and the merchant said that the order had been picked up, I contacted Postmates and all they did was  cancel the order and gave me a $10 credit!"
754,Where is the customer service to this?
754,Why am I waiting and spending a lot of money on this app for service that is not noticeable???
754,Definitely not happy about this and there should be a lot more done to customers for these types of situations.
754,I will contact the better business bureau immediately to rectify this!!!
754,!
777,"I've used many delivery services, but Uber Eats is the worst."
777,It's almost impossible to get a refund for the difference of an incomplete order that the restaurant messed up; then they try to make you feel as if you're getting over on them.
777,I had to file complaints with the Better Business Bureau and email randomly executives just for a partial refund on an order.
777,There's been times when food arrived and items were missing and I didn't report it because I didn't feel like arguing with customers service.
777,"Once a month, I am forced to deal with Uber Eats or risk losing my monthly Uber credit from American Express."
1098,Tried to Order pizza.
1098,The app became stuck on send for over 30 minutes.
1098,We had no choice but to cancel.
1098,We then called support and we're RUDELY hung up on.
1098,Wouldn't even offer to give us food or credit for the money we paid.
1098,We want our money refunded.
1098,It's not our fault your app malfunctioned.
1098,We will be reporting you to the better business bureau.
237,First order the delivery driver disappeared off the face of the earth.
237,Second order gets cancelled because of a menu issue.
237,..Seamless and Grubhub.
237,If your drivers can not commit to a delivery and your vendors can not commit to a menu or product then you literally have nothing here.
237,Your entire business model is falling apart and will soon fail if you don't tighten up the ship and hold people accountable.
237,I will never use you again.
237,Terrible.
287,I had a issue before with a card authorization hold but after 24 hours I was able to order my item.
598,The restaurant doesn't start making your food until a driver confirms the order.
598,"But if the driver cancels, your food can sit for a very long time before another driver confirms it."
598,"That being said, my food arrived 30 minutes later than expected, and it was cold."
598,"To top it off, the new driver completely ignored instructions."
598,"..This morning, I also found out they charge an authorization hold."
598,"If I didn't have a little extra money in my account, I could have been charged an overdraft fee because I'm struggling financially right now."
598,"The only reason why I ordered in the first place was because I had $30 off and figured that's how I'd feed myself this week, but I found out it was for delivery only."
598,The delivery fees and additional fees are more expensive than the other popular food delivery apps.
598,And their tipping range is so weird (like 9% or 11%).
871,"Deleting the app after this review, but i have been charged for orders 3 times now that were cancelled by the merchant."
871,Customer service never addresses the problem they offer credits for the app or tell you to talk to your bank about it.
871,Even if your order is cancelled by the app or merchant as soon as you place it there is still a 3-10 day authorization hold on the money that twice now has ended up sticking.
871,"Ive had to go through my bank twice now for refunds because uber wouldnt solve the problem, overall very bad business."
36,The map updates very slowly when you are viewing the progress of the driver.
36,"I was on the phone with one and trying to direct him, and the map was well behind his actual location...Grubhub also fails to create driver profiles that are simple to view and rate like Uber does."
36,"With Uber, you can click on the driver profile and view comments, ratings, specific qualities, and other information."
36,"Once the order is completed, Uber has you rate right away to encourage a response...On Grubhub there is no such thing."
36,"With Grubhub you have to go out of your way to do a rating for a driver, so the only people who will likely be doing that are ones who have a negative rating to give."
36,"I found this out trying to rate my driver for going above and beyond, which would have been easy to do with Uber but not with Grubhub."
36,"You cannot clarify any details with your order after the fact or anything else like you can with Uber...The search option is clearly incomplete based on the results received depending on how you choose to sort them...Other than that, the food is there, and it works the same as any other app."
68,"I used the app to arrange for a Thanksgiving dinner to be delivered to my mom and her neighbor, and used PayPal for the $77 total."
68,"Two days before thanksgiving, I get a call that a) the order has been canceled, b) I will have to wait for at least a week to get my money back, and c) I can reorder if needed."
68,"..So, I tried again, and the order was immediately cancelled a second time BUT they took the $77 out of my PayPal again."
68,That's $154 tied up for over a week!
68,Not to mention having to explain to my mom that her happily anticipated Thanksgiving dinner won't be coming.
68,"..I'm absolutely fuming, and if I could give them a negative rating on the app, I would."
68,"As soon as I get EVERYTHING, every penny, back, I'm deleting this app."
1251,I ordered from DoorDash and when the driver called me to say that he couldn't find my place I was giving him directions on how to get to my place he got all flustered and told me I don't know man I don't know I just don't know where I'm going I'm going in circles and I said well maybe you should have a job like this if you don't know directions then he's like well where do I go and I go to where are you at cause I don't know man I don't know there's no street signs there's street signs all over.
1251,So if you ever get Andrew as your door dasher make sure to cancel that order and order from someone else.
1251,Not only did I not get my food but when I went to re-order he had taken so long that the place that I ordered from was closed.
1251,Terrible terrible terrible if I could do a negative rating I would do a -75 Andrew is a terrible employee
186,It's disappointing to see that this app doesn't give their customers a discount on their next order when a restaurant cancel's your order after waiting a significant amount of time.
186,It's best to just order from restaurants directly as they will say if they deliver to your address since most of the times they don't update their information on this application as to what their limits are with delivery.
242,My bank account was hacked through Grubhub and they cleared out significant amounts of money from my bank all linked to Grubhub.
242,"They placed very high dollar fraudulent orders out of state and Grubhub doesn't even give you, the driver or the help chat agent the ability to cancel a live order or a number to talk to for direct help."
242,3-5 business days to get a refund.
242,I strongly urge you to NEVER download this app.I had to google Grubhub customer service number to even find any help.
923,Paying Uber One member and lately the delivery experience has been horrible.
923,"Always delays, and somehow drivers end up on the complete opposite side of town with my order after picking it up."
923,"How is that a ""stop along the way""?"
923,It's entirely out of the way.
923,I write this as yet another order was delayed a significant amount of time.
923,"Driver picked up food finally and they added another stop, delaying it even more!"
923,If your customer's order was already delayed it's totally unacceptable to be adding stops.
144,"Between the inflated prices, the $20 minimum order fee and the subscription, it's an unreasonable situation for a person looking to order one meal a few times a month."
144,"I was about to order two meals the other day just to get my order approved, but the cost was over $30 all-in, which is SO much more than I wanted to spend."
144,"Just by ordering that much food from the local sandwich shop, I could save $10."
647,There's too many times when restaurants and carriers aren't held accountable for forgotten items.
647,Getting reimbursed a portion of the inflated prices doesn't seem fair...There's needs to be a process for editing an order if both the carrier and the customer are in communication and agree on the change.
647,My wife ordered food from Safeway and the base of the meal was hamburger meat but they were out of the brand she selected and the carrier wanted to help but wasn't allowed to change the item.
647,"We ended up not having the vote item for our dinner and had to change our plans to go to the store, which clearly defeats the purpose of the order in the first place."
1187,I always use Ubereats but the app was glitchy so I resorted to this and regret it.
1187,In 2 nights I've amassed a credit of about $80 due to their poor services.
1187,"First night food came cold, guac was already brown and half the ingredients missing."
1187,"Normally Uber would call to advise of missing ingredients, do you still want, etc."
1187,"Then to go on and use the $40 credit tonight ordered from another restaurant, they called to offer a substitution."
1187,"Then the delivery person cancelled my order, which mind you, due to their inflated prices came out to double then what it would have been on Uber, due to him waiting on line to long, but he told customer service they weren't allowing substitutions."
1187,"He probably was able to walk off with my order for free which hey maybe he needed it, but now I have another $35 credit added to my total."
1187,Again these weren't huge orders!
1187,"Worst app, worst customer service, once I can finally use my useless credit I'm deleting the app for good."
1187,Don't bother use Ubereats.
1343,Soo I love the convenience of DoorDash but man.. do they have some problems.
1343,"The app it's self is seamless and well built, but everything else is awful."
1343,"From the dashers themselves, the inflated priced on items (even if you purchase their ‘dash pass'), the inaccurate map- to them not holding their Dasher's accountable for marking orders ""waiting for order"" where then half way across the city or doing multiple deliveries when they've marked as your ordering being close by."
1343,It's infuriating.
1343,"Orders always show up cold, and half heartedly delivered."
1343,It's difficult to support a business that doesn't hold their employees accountable.
1343,I'll enjoy UberEats for this reason and use DoorDash when I have too.
11,I had 2 experiences where the driver couldn't find my house.
11,Poor directions from Grubhub.
11,"I live on a busy street, right across from a high school, with a unique tower above the garage and the drivers still couldn't find it!"
11,I even had one delivery person leave my order at the wrong house and do nothing.
11,Sometimes I don't have a car and so ordering my food to be delivered is the only way I can get it.
11,I have never had this problem with Doordash or Instacart.
11,I only started with Grubhub because of a promotion from my work.
11,"I decided to cancel my $10 a month membership, after one of the drivers, who drove past my house twice, even with me telling him the directions very politely at the same time, threaten to drive off with my order and not deliver it."
11,He then refused to drive into my driveway and had me run out to his truck to grab it.
11,"Once I did, I said ""Thank you!"""
11,And he said said uh-huh and drove off.
11,"I get it, he took longer to find my house, but I did tip 20%."
11,I should not have been treated like that.
11,"I do work customer service and I do know how hard it can be, but in this case, how I was treated, was unacceptable."
340,I would use the service more if it was just a bit less expensive.
340,Kinda seems like a high school math - maximizing profit problem …you missed the vertex 🤷🏻‍♂️
522,"I've always enjoyed using Uber Eats, though today I ordered like a $35 dollar order."
522,"I'm in high school, have no job (I'm underage) and I just wanted lunch."
522,"When I ordered, I didn't think about tip."
522,"Though I like to tip low, then go back and change it afterwards depending on their service."
522,"I tipped a dollar today planning to tip more after I got my food, but never received my order!"
522,"I was there when it said delivered in the place I asked her to take the food, and she's weirdly enough a diamond member with like a 99% good rating."
522,"Though today, I believe she took my food or threw it away or something due to low tip."
522,"I called her 3 times, I was forwarded to voicemail after a few rings each time."
522,I reached out to customer service with 3 different people and all of them said my account wasn't eligible due to already receiving a refund on a totally different order like 6 months ago?
522,"After a while, I got frustrated and stopped even wanting a refund."
522,"I asked them if i could at least get in touch with my delivery person and see what they did with my food, though she disconnected."
522,Horrible customer service.
430,It's ok but they have drivers that deliver to complete opposite locations of where you are pretty frequently so your food is cold and will need some microwaving.
430,On average add 20-30 minutes on to the original estimate.
430,They charge a lot for service fees and delivery fees to get cold food delivered.
1234,"The only problem with doordash is sometime they will have stores showing it's available but they might be closed, then if your order it canceled you can get credit but if you get a refund back to your card it's gonna take a whole week and most time you can't pick if you want credit or your money back, and some of the dashers will steal your food so be careful and use Uber eats it's the complete opposite of doordash."
1234,If your order get cancale your get your money back right then and there you don't have to wait and they show you that the store is open or close and the right days and time they open
707,I have ordered using uber eats multiple times and time after time my orders arrive wrong.
707,They do not hold the restaurants or drivers accountable at all.
707,There are no places for notes and they decide to not refund your money if you've had refunds in the past.
707,It is not our fault that they don't have any quality control measures within the system they are creating.
707,I basically paid $50 for two child subs (literally) and two drinks I did not order.
707,"After reviewing they pretty much said ""sorry for this but no refund."""
707,Basically by using this app you are prepaying for a good/service you may or may not receive.
707,It's not worth it for all the delivery fees and up charges.
886,"WAY overpriced, consistently takes over 1.5 hours for service, always changing drivers, constantly forgetting food and part of the order (which is insane for the prices you have to pay), and most importantly there is horrible communication with the app to handle the problems that happen constantly...They need to find a better way to get drivers places faster and ensure quality control of the orders if they are going to charge such insane prices."
886,It's not even slightly worth it for customers.
1325,I was a regular and multiple times a day user and it just happens too often that the wrong food shows up and they don't do anything but refund you for the missing item and that doesn't really help you when you were counting on the meal and somebody is sitting there without their food.
1325,If these services can't put some short quality control in place to make sure that you actually get the food you order then it's never gonna work long-term I'm done.
32,"I received a grubhub gift card and tried using it, my order was over the amount of the gift card so i added my debit card and paid the remaining balance with no problem."
32,"my order went through and immediately got cancelled, apparently it ""didn't get processed""."
32,"customer service told me they'd refund me within 48 hours and here we are, 48 hours later with no refund."
32,"to make matters more frustrating, now anytime i try to order something it tells me to enter my credit card, venmo, or apple pay."
32,i've connected my venmo and my apple pay and neither of them will work as payment.
32,i've tried my credit card and debit card and it keeps telling me to enter the correct card number despite me doing so atleast 8 different times.
32,i'm getting fed up to the point of just deleting the app and telling everyone i know to NEVER use grubhub ever.
32,Uber eats is way better and their fees are cheaper anyways.
67,"Be very careful when you use this platform, check your bank account for unauthorized transactions from this company."
67,"I'm aware as the last month I've had 3 different unauthorized uses of my debit card from this company, 2 in Chicago and 1 in California, this is not a safe place to order food,.if you're going to use your debit/credit card one way or another this company do not protect your financial information and let others use your cards, it can be someone working for them or their poor security system that allows hackers to get your card information..this is not a safe place to order food online anymore as your card most likely will be used for someone else..CHECK YOUR BANK ACCOUNT"
544,"Supposedly, they allow you to order in advance for up to a week."
544,"However, without notice, they canceled ALL of my upcoming orders, and pretended that something was wrong with my debit card, totally freaking me out."
544,"However, what had actually happened was they didn't like it that I ordered the exact same meal for every day, so they just decided to cancel them."
544,I tried a different restaurant and they also pretended like something was wrong with my debit card.
544,"When in reality, my debit card has now apparently been BANNED from UberEats, all because they don't approve of me ordering the exact same meal every day."
544,"I immediately went to DoorDash, and was able to place an order, no problem."
544,"In other words, literally NOTHING is wrong with my card."
544,I have since made other purchases elsewhere as well without problems.
544,"Again, NOTHING is wrong with my card."
544,"Needless to say, I have since deleted the UberEats app."
544,"Also, since I could never get a fully straight answer, the restaurant in question is called El Castillo."
544,I am now COMPLETELY DONE with them as well.
544,That is all.
868,"I would've love to give this application a five star rating however when it came time to pay I would not take my cash app card ,I seem to run into this problem also with Uber rides and all that the payment part is a little complicated and not so user-friendly.I end up having to put the funds into Apple Pay,Which makes no sense because it should be able to take my Cash App debit card."
1008,"I downloaded this app signed up put credit card, debit card, Apple Pay and $130 Uber cash on my account."
1008,Now when I try to use my Uber cash even with my card there is an error.
1008,I let Postmates know this in the beginning of October and they have done nothing but repeatedly sent me the same message without reading what the actual complaint was which is they have $110 of mine that I cannot spend.
1008,"I live in California (expensive), I'm  pregnant with an entire family and $110 is a lot of money which I was trying to feed my family with and Postmates will not give it back nor fix the app."
1008,We are in a recession and this company will not even respond to me anymore when I ask them for legal information so I can't even attempt to get my money back.
1008,"Now I will be taking this to social media, the actual media and everywhere else until I get my money back or they fix the app."
1008,This is unacceptable and that is the last of my money since I have been on leave for disability and I want it back or I wanna be able to provide food for my family.
1032,This is the biggest waste of space ever on earth its there for no reason bc you cant even use it they jus dont wanna make money thats why this app is way less known then door dash or uber bc nobody can even use it if they want terrible and disgusting its here jus for people to download so they can make money from the actual download its self they r not a real business like uber or door dash this is no more then an indian scam calling website and they want ur debit card jus like a scammer would im no detective but if i had to say this app and its owners are doing something shady 1000% dont trust them
1193,I got the free 1 week free dash pass and made sure to cancel it AS SOON as I got it because I didn't want any funny business.
1193,And alas!
1193,There was funny business.
1193,My dashpass expires I got the notification.
1193,"I'm like ok cool whatever, a few seconds go by and my phone dings, boom I just charged for dash pass."
1193,"So I double, no I TRIPLE check I had it cancelled."
1193,It wasn't.
1193,I cancel it again leaving it at I just forgot to cancel the subscription.
1193,10 bucks wasn't that bad so I didn't care.
1193,"Another month, my phone dings saying I GOT ANOTHER MONTH of dashpass for 10 dollars."
1193,"Ok so at this point I'm mad, so I go into my bank app and pay 30 dollars to them to stop ANY subscription service from DoorDash to DECLINE."
1193,I made a special thing about you guys.
1193,Then another month goes by AND THERE IT IS WOW so I just cancel the debit card.
1193,I'm still waiting for my debit card so I used Apple Pay ONCE on DoorDash to get a patty melt.
1193,How naive I was I didn't even give them my debit card information AND THEY CHARGED ME 10 DOLLARS AGAIN for dashpass.
1193,GG's doordash.
1193,GG's
27,Tried it out for the first time using a gift card.
27,Ordered from a place we typically love.
27,It was very easy.
27,Driver was awesome we tipped well.
27,"However, GrubHub managed a huge markup on everything in addition to multiple fees etc."
27,"After everything, it almost doubled the price of our normal order."
27,We would be crazy to use GrubHub unless it's an emergency.
27,"..Also, the app suggested to us to add-on drinks at 7-11 on the way."
27,I tried to add drinks onto the order but it seemed to be missing beer from the app.
27,Just suggested pop and energy drinks.
27,No thank you.
27,..I'll just be picking up myself in the future.
27,Maybe I will try that next time… assuming there aren't tons of fees/markup.
27,I didn't know it was an option but I just Googled it and found this is offered.
27,"Honestly, would rather call the restaurant and order direct to support their business."
105,I tried to use my corporate gift card along with using my own Apple Pay card for the additional charges (over the amount of the gift card).
105,"However, I received an error that multiple payment types wasn't allowed."
105,I was trying to spend an additional 1.5 the amount of the gift card.
105,Is this intentional or a possible bug?
105,"Otherwise, the App's UI is very aesthetic pleasing!"
116,"I had a terrible experience with the app after using a gift card, the restaurant left out an entree requiring me to place another order for that standalone item."
116,"The refund from the first order for the missing item was only $25, however to place the order alone cost me over $40."
116,Had to do it to feed my guests.
116,"..Customer service informed me they would refund the difference, that never happened, put in another ticket and the next customer service rep blew me off."
116,..Delete the Grubhub app and work directly with restaurants.
150,Tried to apply a gift card that i was given but no option to apply so i thought it would apply automatically at check out.
150,"The gift card did not apply and when i contacted customer service i was offered no help, nothing to assure me this wouldn't happen again."
150,"Just that they didn't have ""access to change it."""
150,"I won't be using this app again based off this, lost a potential customer and they can keep the gift card."
155,"I've been ordering from grubhub for a very long time I'm sorry I had to give them a 1 star, put I've bought an gift card for a family member but he didn't want it so I redeemed it ."
155,"I tried to order food with it and it keeps saying my order cannot be processed so I , then tried to update my add that didn't work either."
155,"So I said ok it doesn't matter I won't use the gift card not I cannot order using my card, Apple Pay, or PayPal."
155,Atp I'm starting to get angry ..
155,I might delete my grubhub if they don't solve this issue.
176,"I received a gift card to use and loaded it to my account, when I tried to use the credit said it wasn't able to process my order."
176,I tried multiple times over multiple days.
176,"I then tried with my credit card and wouldn't you know it, it worked...I contacted customer service and it's been a week and a half of reviewing my account and it's still under review."
176,If you're going to use this service do not use gift cards.
215,Couldn't figure out how to apply gift card.
215,Committed to pay out of pocket and finally found the option during review.
215,Not intuitive.
215,"HIGHLY RECOMMEND you add a note to payment screen that says, ""Have a gift card?"
215,"You can apply it at the final review/ next screen."""
247,I've been trying to get a gift card issue resolved for over a month.
247,"Every time I follow up in chat, they say ""we will follow up in 48 hours"" which of course never happens."
247,"So my account has been under review for a month and while they review, i can't use my gift card."
247,Smh!
247,They just give you the runaround without really trying to resolve the issue.
247,Never again!
274,Very frustrating to use and it makes you dive in to multiple screens in order for it to use the gift card I already have added in my account.
274,..The layout of the food/menu items is very hard to navigate.
274,"..At the end of the day it gets the job done, but I will not being buying Grubhub gift cards for myself or friends."
292,Never been a fan of these crappy food delivery apps but I had a gift card so of course tried again.
292,"Not surprisingly, the driver picked up my food and then drove around for 45 minutes, presumably going to drop other people's food off."
292,The food came cold and late.
292,Most definitely would have just picked it up myself if I knew it was going to be such a circus.
375,Grubhub has cancelled the last 7 orders I've made!!
375,"I have been gifted food gift cards to help my family as I recover from a tragic accident, and they must not service the area."
375,"Once it was an hour wait, and they cancelled it an hour after order."
375,Do not buy gift cards or order through grubhub if you are located in the north west Minneapolis suburb.
411,Work gave me a $25 gift card.
411,Most of the restaurants I would pick still had $12 -$18 MORE to pay even after the $25.
411,"Who knew getting pho, 2 spring rolls, and a tea delivered to your house cost over $40."
411,"..I finally found a restaurant that only had $7 in excess of $25 for my pho, spring rolls, and tea."
411,Too bad I've already lost my sanity due to how expensive this country is.
489,I feel awful for any restaurant trying to work with Grubhub.
489,Constant delivery issues and only using because we received a gift card.
489,And it was extremely confusing and time consuming to use gift card.
489,What does it matter….Apple won't post this anyways ;)
496,"The menus aren't full or represent what all is at the stores..Often sizes are missing, like only being able to choose small drinks..The drivers are rude and unhelpful."
496,".I have had an incredibly difficult time using this app, if I'm ever given a GrubHub gift card again I'll be regifting it."
501,I used Uber Eats for the first time a month ago.
501,"When I received my food, it had multiple pieces of hair in it."
501,After contacting Uber eats immediately- with proof of calls and emails they asked me to replace the order and would remove the charges.
501,After countless times they did not remove both charges or fees totaling of over $100 because I now had to place the order twice.
501,Over 5-7 calls with customer service the issue was never resolved and the service reps repeat themselves countless times over and over to apologize but have zero idea how to communicate or fix the issue.
501,I asked for a supervisor and she said they'd contact me in a few business days and did not.
501,After going to an event and speaking to a representative they offered me a $30 gift card which I tried to use tonight.
501,After adding it to my account and placing the order the app said not available.
501,"Again, I called customer service and she asked me to delete the app and redownload it."
501,Now the promo is gone if my $30 and over 30 minutes on the phone she asks me to wait 1-3 hours to figure out the issue.
501,So again you have taken my money with no service and terrible customer service.
501,Now the restaurant is closed and I have no gift card.
501,I would not recommend this company to any individual and their customer service reps need more training assist customers oppose to continuously apologizing.
501,I have had two horrible experiences and this company in my eyes just takes your money.
553,"I had never needed to use uber for any reason, however my 3 year old is in the hospital diagnosised with cancer and so a friend gifted us an Uber gift card to have food delivered to.The hospital."
553,"It took three times for me to be able to use my gift card, the first two times I tried to order breakfast at dunkin, and then again tried to order lunch at Bolay and it kept telling me to remove the promotion from the order."
553,The promotion it was talking about was because I just signed up and gave me free deliveries for a month.
553,There was no option to remove this anywhere...Finally the restaurant I chose to use this time had an option to have it delivered directly to me so I paid my delivery fee and  then it allowed me to use a gift card and place my order.
553,"I honestly was so frustrated with this app and the whole situation not being able to remove the promotion uber gave me, That I didn't even add it to my order."
553,I promise I don't think I will ever use Uber eats again besides the fact that I had the gift card today.
642,My bestie is sick so I wanted to get her dinner taken care of for herself and her two kids.
642,I didn't have any money left in the bank but I had cash.
642,So I bought a Uber Eats gift card.
642,"When I applied it, it turned into Uber Cash."
642,When I tried to pay for order it kept coming up with an error message.
642,"After getting tech help, I was told I had to have a secondary form of payment on file to even use the Uber Cash."
642,"Finally after almost an hour of trying to get this figured out, the payment went through after adding a bank card."
642,Uber Eats should allow you to use your Uber Cash without needing a bank card on file.
642,So dumb.
642,"After this Uber cash is used up, I will be deleting account and not recommending this service to my friends and family."
741,"I have an Uber pass and I get charged for delivery every time, without fail."
741,Why?
741,Probably because I'm paying with gift card credits rather than me credit card.
741,Does this matter to DoorDash?
741,Nope.
741,"When an issue happens, Uber HATES you talking to humans because it costs them money."
741,So what do they do?
741,They make it literally impossible to talk to someone unless there's an emergency or a safety issue.
741,I was mistakenly charged the delivery fee AND not given my 5% credit.
741,I had to use an old order to get the chat window to appear.
741,"On top of that, they definitely have higher prices and charge more fees than DoorDash."
741,Once my credits are all used I'm done using these guys.
940,This was my second attempt at ever using Uber eats because someone gave us a gift card.
940,App would not allow me to enter my gift card.
940,I ordered using my own payment.
940,"30 minutes later, the order was canceled without ever notifying me."
940,They say the merchant canceled it.
940,The merchant disputes this.
940,The chat told me that they declined to help me do the prior number of disputes.
940,"However, I have only ever use the app one time before 3 years ago and it went through without incident."
963,I got a $50 gift card from a family friend after my son was born.
963,My wife and I tried to redeem it and order a meal to be delivered so we could focus on taking care of our son.
963,"I have not tried to place the order 10+ times in the span of an hour, and the order has not gone through once."
963,I have tried to reach out to customer service with no response.
963,"Instead of being a convenience, Uber eats has made our already stressful life more stressful."
963,Awful experience all around.
1122,"I placed an order, two drivers bailed out on the order due to having to wait an extra ten minutes."
1122,Mind you we tip a ridiculous amount both being in the service industry.
1122,"So, someone picks up the order drops it off and runs away."
1122,100% incorrect order.
1122,Missing all four drinks/shakes and I don't know the 2nd bag of the order.
1122,100% under the wrong name… my name brings with and E not and A.
1122,Call customer service and told 100% will go back to the card….
1122,It didn't.
1122,So I contact them and of course there is NOTHING THEY CAN DO.
1122,"This man I spoke to via text convo, told me to calm down said I was too excited and maybe I had personal problems to be upset that I was lied to again."
1122,I have loads of screenshots where I was Insulted and pretty much called a p.o.s.
1122,By someone who refused to apply the credit to my card and not an app credit.
1122,I was then promised 30+ dollars in a gift card multiple times and got a wait for it 5.00 credit… when asking to speak with someone higher up or idk maybe over the phone I was told I was old and to get with the times.
1122,No on talks on the phone anymore.
1122,I am sure the BBB would LOVE to know they are lying about their return policy and method of payment.
1122,Customer service is disgusting and a total waste of time.
1122,Just don't use the app.
1122,Just drive to the place.
1122,Give the money to the restaurant directly.
1122,Crappy drivers are one thing.
1122,Bad customer service is a company approved problem.
1134,I've never been more disappointed with a major companies customer service.
1134,This app is horrible.
1134,I forgot to cancel my dash pass and they attempted to take 10 dollars from me for it.
1134,Lucky there was nothing in the bank account they tried to take it from.
1134,The only reason it wasn't canceled prior is because I would have lost my free trail to the dash pass.
1134,The company is deliberately trying to take advantage of people that forget to cancel.
1134,"After they tried to steal 10 dollars from me, for a service I had no intentions of renewing or spending money on, there was no option to cancel the dash pass."
1134,I contacted support and they were so pathetically worthless.
1134,I wouldn't have to be worried about being charged but I received an email today saying they tried to steal my money again!
1134,I'd already deleted the account too and it forfeited the change I had left over from a gift card.
1134,That's how badly I just wanted to be done with them.
1134,They're still trying to steal my money!
1134,They're criminals!
1134,I even replied to the initial email they sent me about the failed payment.
1134,"I replied to cancel it, it said in the email, I could reply there."
1134,Such a worthless support system!
1134,I will never be using their service again and I would encourage people to use another option.
1189,Had multiple problems with the app.
1189,Tried multiple cards and even bought a gift card to try to place an order and received the same error notification.
1189,"Spent over an hour with them on support, which turned out to be the biggest waste of time I could spend because they could only help to the point of ""have you tried logging out and logging back in?"""
1189,Level of service.
1189,When I accepted that could do anything for me after about an hour of being transferred and put on hold.
1189,I asked if I could get a refund on the gift card that I bought to try to place the order.
1189,"Their response ""we don't do refunds on gift cards"" then proceed to say the reason it wouldn't go through was that the card was being declined, even though I used the same card to buy the gift card."
1189,So they will take your money but have trouble providing the service they offer.
1189,"Go with Uber eats or one of the others, too many good options to put up with this."
630,Spoke to an agent about a reorder for an order that was dropped off that the wrong house in the wrong neighborhood.
630,All I asked was for a reorder.
630,The agent gave me a partial refund after a 5 minute hold.
630,I asked how much the refund before and did not answer question.
630,Sent back a message saying that I could re order again online.
630,I assume that is an automatic email response they had.
630,I asked to speak to a supervisor after multiple times asking how much the refund was for and another agent entered the chat and said that a supervisor wouldn't be available for 2 hours.
630,Unprofessional behavior and unacceptable.
630,I would have understood if my initial question was answered but the agent was reluctant to even help.
630,"Never using again, already not using Uber due to a poor customer service experience there as well."
1020,Spoke to an agent about a reorder for an order that was dropped off that the wrong house in the wrong neighborhood.
1020,All I asked was for a reorder.
1020,The agent gave me a partial refund after a 5 minute hold.
1020,I asked how much the refund before and did not answer question.
1020,Sent back a message saying that I could re order again online.
1020,I assume that is an automatic email response they had.
1020,I asked to speak to a supervisor after multiple times asking how much the refund was for and another agent entered the chat and said that a supervisor wouldn't be available for 2 hours.
1020,Unprofessional behavior and unacceptable.
1020,I would have understood if my initial question was answered but the agent was reluctant to even help.
988,Spent two hours disputing an increase from an original estimate of 30 $ to a final delivery of 100$ - with 3 substitutions .
988,..One of the items substituted was feta with a sticker price of 8 dollars which appeared to become an 18 dollar item - even though item doesn't come up when you search for it - and non of the items cost as much in Uber ..After talking for 2 hours with support and them telling me - that they can charge what ever they want and not provide an itemized receipt that would show how the coast of my order increased by 70$.
988,.Not responding Uber one employee Shivan Gupta started to teach me about fairness.
988,And in the end completely ignored my questions and stopped responding at all.
988,".So it was my final experience with the platform, And how lovely was it especially after paying a 10$ fee for such a privilege."
988,.Great experience
1333,Something always goes wrong with every order.
