s_id,r_id,app_name,app_id,date,title,review,pos,rating
789,85,grubhub,302920553,2022-11-26 23:24:11,Irresponsible employer of vicious drivers,but the suburban drivers are viscous,"[('suburban', 'a'), ('driver', 'n'), ('be', 'v'), ('viscous', 'a')]",1
790,85,grubhub,302920553,2022-11-26 23:24:11,Irresponsible employer of vicious drivers,had to have the order refunded bc grubhub could not guarantee the same moron would not be the driver of the order was redelivered,"[('have', 'v'), ('have', 'v'), ('order', 'n'), ('refund', 'v'), ('bc', 'n'), ('grubhub', 'n'), ('guarantee', 'v'), ('same', 'a'), ('moron', 'n'), ('be', 'v'), ('driver', 'n'), ('order', 'n'), ('be', 'v'), ('redelivered', 'v')]",1
791,86,grubhub,302920553,2022-10-21 03:23:51,Let me use Promo codes,these delivery apps were incredibly convenient creations however it is absolutely ridiculous that they will not let you use promo codes unless you are a brand new customer,"[('delivery', 'n'), ('apps', 'n'), ('be', 'v'), ('convenient', 'a'), ('creation', 'n'), ('be', 'v'), ('ridiculous', 'a'), ('let', 'v'), ('use', 'v'), ('promo', 'a'), ('code', 'n'), ('be', 'v'), ('brand', 'n'), ('new', 'a'), ('customer', 'n')]",2
792,86,grubhub,302920553,2022-10-21 03:23:51,Let me use Promo codes,also why are items on the menu more expensive than the price directly from the store,"[('be', 'v'), ('item', 'n'), ('menu', 'n'), ('expensive', 'a'), ('price', 'n'), ('store', 'n')]",2
793,86,grubhub,302920553,2022-10-21 03:23:51,Let me use Promo codes,if the price is 30 higher then why is there a delivery fee,"[('price', 'n'), ('be', 'v'), ('high', 'a'), ('be', 'v'), ('delivery', 'n'), ('fee', 'n')]",2
794,86,grubhub,302920553,2022-10-21 03:23:51,Let me use Promo codes,if someone would just invent a way for me to get items at menu price and only pay a delivery fee you could put these shiesty businesses out of business and collect all the business and money for yourself,"[('someone', 'n'), ('invent', 'v'), ('way', 'n'), ('get', 'v'), ('item', 'n'), ('menu', 'a'), ('price', 'n'), ('only', 'a'), ('pay', 'v'), ('delivery', 'n'), ('fee', 'n'), ('put', 'v'), ('shiesty', 'a'), ('business', 'n'), ('business', 'n'), ('collect', 'v'), ('business', 'n'), ('money', 'n')]",2
795,86,grubhub,302920553,2022-10-21 03:23:51,Let me use Promo codes,think about it people,"[('think', 'n'), ('people', 'n')]",2
796,87,grubhub,302920553,2022-10-02 02:40:40,Disappointing Service,i placed an order at a restaurant more than an hour before they closed and then received a message that my order was being prepared,"[('i', 'n'), ('place', 'v'), ('order', 'n'), ('restaurant', 'n'), ('more', 'a'), ('hour', 'n'), ('close', 'v'), ('receive', 'v'), ('message', 'n'), ('order', 'n'), ('be', 'v'), ('be', 'v'), ('prepared', 'a')]",1
797,87,grubhub,302920553,2022-10-02 02:40:40,Disappointing Service,15 minutes before my order was supposed to be delivered they cancelled my order saying it was because the restaurant was closing,"[('minute', 'n'), ('order', 'n'), ('be', 'v'), ('suppose', 'v'), ('be', 'v'), ('deliver', 'v'), ('cancel', 'v'), ('order', 'n'), ('say', 'v'), ('be', 'v'), ('restaurant', 'n'), ('be', 'v'), ('close', 'v')]",1
798,87,grubhub,302920553,2022-10-02 02:40:40,Disappointing Service,but i sent my order well in advance of them closing and it should have been easy to fulfill my order on time,"[('i', 'a'), ('send', 'v'), ('order', 'n'), ('advance', 'n'), ('close', 'v'), ('have', 'v'), ('be', 'v'), ('easy', 'a'), ('fulfill', 'v'), ('order', 'n'), ('time', 'n')]",1
799,87,grubhub,302920553,2022-10-02 02:40:40,Disappointing Service,then they call and say only that i was refunded but there is no recourse for the fact that despite putting in my order early and waiting 45 minutes they did not get there on time to place my order before the restaurants closing,"[('call', 'v'), ('say', 'v'), ('i', 'n'), ('be', 'v'), ('refund', 'v'), ('be', 'v'), ('recourse', 'n'), ('fact', 'n'), ('put', 'v'), ('order', 'n'), ('early', 'a'), ('wait', 'v'), ('minute', 'n'), ('do', 'v'), ('get', 'v'), ('time', 'n'), ('place', 'v'), ('order', 'n'), ('restaurant', 'n'), ('closing', 'n')]",1
800,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,i frequently have issues with drivers being late or abandoning the order,"[('i', 'n'), ('have', 'v'), ('issue', 'n'), ('driver', 'n'), ('be', 'v'), ('late', 'a'), ('abandon', 'v'), ('order', 'n')]",1
801,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,too often you can see that they are making pickups and drop offs for other delivery services before satisfying grubhub orders,"[('see', 'v'), ('be', 'v'), ('make', 'v'), ('pickup', 'n'), ('drop', 'n'), ('offs', 'n'), ('other', 'a'), ('delivery', 'n'), ('service', 'n'), ('satisfy', 'v'), ('grubhub', 'n'), ('order', 'n')]",1
802,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,they change the delivery time to meet their needs without consideration for the impact upon the food and the customer,"[('change', 'v'), ('delivery', 'n'), ('time', 'n'), ('meet', 'v'), ('need', 'n'), ('consideration', 'n'), ('impact', 'n'), ('food', 'n'), ('customer', 'n')]",1
803,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,they never apologizei get that people are trying to earn a living but delivering cold food that i am having to pay a premium for is very frustrating,"[('apologizei', 'v'), ('get', 'v'), ('people', 'n'), ('be', 'v'), ('try', 'v'), ('earn', 'v'), ('living', 'n'), ('deliver', 'v'), ('cold', 'a'), ('food', 'n'), ('i', 'n'), ('be', 'v'), ('have', 'v'), ('pay', 'v'), ('premium', 'n'), ('be', 'v'), ('frustrating', 'a')]",1
804,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,take pride in your work or do not do it,"[('take', 'v'), ('pride', 'n'), ('work', 'n'), ('do', 'v'), ('do', 'v')]",1
805,88,grubhub,302920553,2022-10-20 16:57:08,Drivers frequently game the system,a 5 discount for missing the delivery window by an hour just does not bring satisfaction,"[('discount', 'n'), ('miss', 'v'), ('delivery', 'n'), ('window', 'n'), ('hour', 'n'), ('do', 'v'), ('bring', 'v'), ('satisfaction', 'n')]",1
806,89,grubhub,302920553,2022-11-26 21:07:46,They're never going to pick up your food,i work at a cafe and yesterday someone called us to see if we were open because their delivery time kept getting pushed back and i had to tell them the driver just has not shown up yet,"[('i', 'a'), ('work', 'n'), ('cafe', 'n'), ('yesterday', 'n'), ('someone', 'n'), ('call', 'v'), ('see', 'v'), ('be', 'v'), ('open', 'a'), ('delivery', 'n'), ('time', 'n'), ('keep', 'v'), ('get', 'v'), ('push', 'v'), ('i', 'n'), ('have', 'v'), ('tell', 'v'), ('driver', 'n'), ('have', 'v'), ('show', 'v')]",5
807,89,grubhub,302920553,2022-11-26 21:07:46,They're never going to pick up your food,five hours later the food was still there and my shift was over,"[('hour', 'n'), ('food', 'n'), ('be', 'v'), ('shift', 'n'), ('be', 'v')]",5
808,89,grubhub,302920553,2022-11-26 21:07:46,They're never going to pick up your food,it is actually becoming a joke in my cafe that they are never going to pick up the food,"[('be', 'v'), ('become', 'v'), ('joke', 'n'), ('cafe', 'n'), ('be', 'v'), ('go', 'v'), ('pick', 'v'), ('food', 'n')]",5
809,90,grubhub,302920553,2022-11-07 20:38:07,Consistent order mistakes,910 times you place an order on this app it will be wrong,"[('time', 'n'), ('place', 'v'), ('order', 'n'), ('app', 'n'), ('be', 'v'), ('wrong', 'a')]",2
810,90,grubhub,302920553,2022-11-07 20:38:07,Consistent order mistakes,that is not including missing utensilsstraws that almost always happens i am talking strictly about the food,"[('be', 'v'), ('include', 'v'), ('miss', 'v'), ('utensilsstraws', 'n'), ('happen', 'v'), ('i', 'a'), ('be', 'v'), ('talk', 'v'), ('food', 'n')]",2
811,90,grubhub,302920553,2022-11-07 20:38:07,Consistent order mistakes,it is good that the refunds are quick but it gets tiring to always have to deal with a problem whenever your order arrives,"[('be', 'v'), ('good', 'a'), ('refund', 'n'), ('be', 'v'), ('quick', 'a'), ('get', 'v'), ('tire', 'v'), ('have', 'v'), ('deal', 'v'), ('problem', 'n'), ('order', 'n'), ('arrives', 'n')]",2
812,90,grubhub,302920553,2022-11-07 20:38:07,Consistent order mistakes,i have only ever had my order show up correctly a few times and at this point i am thinking of trying a different serviceedit the link customer service responded to this post with does not work that should about sum up the disfunction i am talking about,"[('i', 'n'), ('have', 'v'), ('have', 'v'), ('order', 'n'), ('show', 'v'), ('few', 'a'), ('time', 'n'), ('point', 'n'), ('i', 'n'), ('be', 'v'), ('thinking', 'n'), ('try', 'v'), ('different', 'a'), ('serviceedit', 'n'), ('link', 'n'), ('customer', 'n'), ('service', 'n'), ('respond', 'v'), ('post', 'n'), ('do', 'v'), ('work', 'v'), ('sum', 'v'), ('disfunction', 'n'), ('i', 'n'), ('be', 'v'), ('talk', 'v')]",2
813,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,i have used this service to order breakfast or lunch at work,"[('i', 'n'), ('have', 'v'), ('use', 'v'), ('service', 'n'), ('order', 'n'), ('breakfast', 'n'), ('lunch', 'n'), ('work', 'n')]",1
814,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,i am not sure who they hire as their drivers but twice these driver have given my food to the wrong person,"[('i', 'n'), ('be', 'v'), ('sure', 'a'), ('hire', 'v'), ('driver', 'n'), ('driver', 'n'), ('have', 'v'), ('give', 'v'), ('food', 'n'), ('wrong', 'a'), ('person', 'n')]",1
815,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,even though i have instructions for them to call and speak to me,"[('i', 'n'), ('have', 'v'), ('instruction', 'n'), ('call', 'v'), ('speak', 'v')]",1
816,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,i work in healthcare so i do not always have time to grab lunch or breakfast for work and depended on them to get me my order,"[('i', 'a'), ('work', 'n'), ('healthcare', 'n'), ('i', 'a'), ('do', 'v'), ('have', 'v'), ('time', 'n'), ('grab', 'v'), ('lunch', 'n'), ('breakfast', 'n'), ('work', 'n'), ('depend', 'v'), ('get', 'v'), ('order', 'n')]",1
817,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,they gave me a free grubhub upgrade pass that does not reduce the cost like they advertise,"[('give', 'v'), ('free', 'a'), ('grubhub', 'n'), ('upgrade', 'a'), ('pas', 'n'), ('do', 'v'), ('reduce', 'v'), ('cost', 'n'), ('advertise', 'v')]",1
818,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,so save your money,"[('save', 'v'), ('money', 'n')]",1
819,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,and now they are offering me 10 to make up for the fact that i waited an hour for my food and the driver just gave my food to the first person they saw,"[('be', 'v'), ('offer', 'v'), ('make', 'v'), ('fact', 'n'), ('i', 'n'), ('wait', 'v'), ('hour', 'n'), ('food', 'n'), ('driver', 'n'), ('give', 'v'), ('food', 'n'), ('first', 'a'), ('person', 'n'), ('saw', 'v')]",1
820,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,i am so disappointed in grubhub,"[('i', 'n'), ('be', 'v'), ('disappointed', 'a'), ('grubhub', 'n')]",1
821,91,grubhub,302920553,2022-10-21 16:56:38,DO NOT USE,you can do better when hiring,"[('do', 'v'), ('good', 'a'), ('hire', 'v')]",1
822,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,i have had nothing but problems with uber and door dash,"[('i', 'n'), ('have', 'v'), ('have', 'v'), ('nothing', 'n'), ('problem', 'n'), ('uber', 'n'), ('door', 'n'), ('dash', 'n')]",5
823,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,drivers are always in a rush and do not grab all the good,"[('driver', 'n'), ('be', 'v'), ('rush', 'n'), ('do', 'v'), ('grab', 'v'), ('good', 'a')]",5
824,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,the companies try to blame the location and i call location and food is still there never picked up,"[('company', 'n'), ('try', 'v'), ('blame', 'v'), ('location', 'n'), ('i', 'n'), ('call', 'v'), ('location', 'n'), ('food', 'n'), ('be', 'v'), ('pick', 'v')]",5
825,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,after being ripped off again,"[('be', 'v'), ('rip', 'v')]",5
826,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,i tried grub and gin you knocked it outside of the park,"[('i', 'n'), ('try', 'v'), ('grub', 'n'), ('gin', 'n'), ('knock', 'v'), ('park', 'n')]",5
827,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,food was on time,"[('food', 'n'), ('be', 'v'), ('time', 'n')]",5
828,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,piping hot nothing spilled broken or missing,"[('pip', 'v'), ('hot', 'a'), ('nothing', 'n'), ('spill', 'v'), ('broken', 'n'), ('miss', 'v')]",5
829,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,thank you so much,"[('thank', 'n'), ('much', 'a')]",5
830,92,grubhub,302920553,2022-11-20 01:11:28,Grub hub Experience,looks like it is grub hub for me,"[('look', 'n'), ('be', 'v'), ('grub', 'a'), ('hub', 'n')]",5
831,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",my fianc and i ordered food tonight and decided to go with grub hub,"[('fianc', 'n'), ('i', 'n'), ('order', 'v'), ('food', 'n'), ('tonight', 'n'), ('decide', 'v'), ('go', 'v'), ('grub', 'n'), ('hub', 'n')]",1
832,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",i would have gotten the food myself but i have been sick all week with the flu,"[('i', 'n'), ('have', 'v'), ('get', 'v'), ('food', 'n'), ('i', 'n'), ('have', 'v'), ('be', 'v'), ('sick', 'a'), ('week', 'n'), ('flu', 'n')]",1
833,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",we thought that it would be more convenient to have it delivered,"[('think', 'v'), ('be', 'v'), ('convenient', 'a'), ('have', 'v'), ('deliver', 'v')]",1
834,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",it took thirty minutes longer to arrive than it said it would,"[('take', 'v'), ('thirty', 'n'), ('minute', 'n'), ('arrive', 'v'), ('say', 'v')]",1
835,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",when we finally got our food the packaging was smashed and the food was ice cold,"[('get', 'v'), ('food', 'n'), ('packaging', 'n'), ('be', 'v'), ('smash', 'v'), ('food', 'n'), ('be', 'v'), ('ice', 'n'), ('cold', 'n')]",1
836,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",i call grub hubs call center and the most they could do is give me a 5 dollar coupon to use for the next time i use grub hub,"[('i', 'n'), ('call', 'v'), ('grub', 'n'), ('hub', 'n'), ('call', 'n'), ('center', 'n'), ('do', 'v'), ('be', 'v'), ('give', 'v'), ('dollar', 'n'), ('coupon', 'n'), ('use', 'v'), ('next', 'a'), ('time', 'n'), ('i', 'n'), ('use', 'v'), ('grub', 'n'), ('hub', 'n')]",1
837,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",i spent 50 bucks on this meal,"[('i', 'a'), ('spend', 'v'), ('buck', 'n'), ('meal', 'n')]",1
838,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",the best they could do is give me a five dollar coupon,"[('best', 'a'), ('do', 'v'), ('be', 'v'), ('give', 'v'), ('dollar', 'n'), ('coupon', 'n')]",1
839,93,grubhub,302920553,2022-11-20 01:25:24,"Awful experience, not going to use grub hub again",i do not plan on using grub hub again,"[('i', 'n'), ('do', 'v'), ('plan', 'v'), ('use', 'v'), ('grub', 'n'), ('hub', 'n')]",1
840,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,i ordered nachos from a restaurant late at night as i did not eat dinner and the driver said it was dropped off,"[('i', 'n'), ('order', 'v'), ('restaurant', 'n'), ('night', 'n'), ('i', 'n'), ('do', 'v'), ('eat', 'v'), ('dinner', 'n'), ('driver', 'n'), ('say', 'v'), ('be', 'v'), ('drop', 'v')]",1
841,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,there was no order on my porch or any of the neighbors,"[('be', 'v'), ('order', 'n'), ('porch', 'n'), ('neighbor', 'n')]",1
842,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,i called grub hub and they refused to contact the driver and the only thing they could offer me was a refund even though it was too late to order anywhere else,"[('i', 'n'), ('call', 'v'), ('grub', 'n'), ('hub', 'n'), ('refuse', 'v'), ('contact', 'v'), ('driver', 'n'), ('only', 'a'), ('thing', 'n'), ('offer', 'v'), ('be', 'v'), ('refund', 'n'), ('be', 'v'), ('late', 'a'), ('order', 'n')]",1
843,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,they also included a coupon for my next order which turns out was a lousy 2,"[('include', 'v'), ('coupon', 'n'), ('next', 'a'), ('order', 'n'), ('turn', 'v'), ('be', 'v'), ('lousy', 'a')]",1
844,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,i have no idea why they cannot call their employee minutes have supposed drop off and find out where they dropped it off,"[('i', 'n'), ('have', 'v'), ('idea', 'n'), ('call', 'v'), ('employee', 'n'), ('minute', 'n'), ('have', 'v'), ('suppose', 'v'), ('drop', 'n'), ('find', 'v'), ('drop', 'v')]",1
845,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,so infuriating,"[('infuriate', 'v')]",1
846,94,grubhub,302920553,2022-10-22 15:17:05,Scam!!!!!,at least doordash includes pictures of their drop offs so there is no confusion or scamming,"[('least', 'a'), ('doordash', 'a'), ('include', 'v'), ('picture', 'n'), ('drop', 'n'), ('offs', 'n'), ('be', 'v'), ('confusion', 'n'), ('scamming', 'n')]",1
847,95,grubhub,302920553,2022-09-22 00:21:51,Too many fees,system works great food is always good and the communication of my order status is top notch but there are just way too many fees,"[('system', 'n'), ('work', 'v'), ('great', 'a'), ('food', 'n'), ('be', 'v'), ('good', 'a'), ('communication', 'n'), ('order', 'n'), ('status', 'n'), ('be', 'v'), ('top', 'a'), ('notch', 'n'), ('be', 'v'), ('way', 'n'), ('many', 'a'), ('fee', 'n')]",4
848,95,grubhub,302920553,2022-09-22 00:21:51,Too many fees,you have to pay a delivery fee a service fee a tip and the price of the food is higher on grubhub than you would pay at the restaurant,"[('have', 'v'), ('pay', 'v'), ('delivery', 'n'), ('fee', 'n'), ('service', 'n'), ('fee', 'n'), ('tip', 'n'), ('price', 'n'), ('food', 'n'), ('be', 'v'), ('high', 'a'), ('grubhub', 'n'), ('pay', 'v'), ('restaurant', 'n')]",4
849,95,grubhub,302920553,2022-09-22 00:21:51,Too many fees,add the monthly fee to that and it is just crazy how much you are paying if you keep track,"[('add', 'v'), ('monthly', 'a'), ('fee', 'n'), ('be', 'v'), ('crazy', 'a'), ('be', 'v'), ('pay', 'v'), ('keep', 'v'), ('track', 'v')]",4
850,95,grubhub,302920553,2022-09-22 00:21:51,Too many fees,we only use grubhub when we cannot go pick up ourselves for some reason,"[('use', 'v'), ('grubhub', 'n'), ('go', 'v'), ('pick', 'v'), ('ourselves', 'n'), ('reason', 'n')]",4
851,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,i never had a bad experience until this week,"[('i', 'n'), ('have', 'v'), ('bad', 'a'), ('experience', 'n'), ('week', 'n')]",1
852,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,i ordered some food thinking it was close by so i could pick up it wasnt,"[('i', 'n'), ('order', 'v'), ('food', 'n'), ('think', 'v'), ('be', 'v'), ('close', 'a'), ('i', 'n'), ('pick', 'v')]",1
853,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,therefore i cancelled the food,"[('i', 'n'), ('cancel', 'v'), ('food', 'n')]",1
854,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,they wouldnt refund my money so i chatted w customer service hugo and somehow the chat ended before i could make a choice,"[('wouldnt', 'v'), ('refund', 'v'), ('money', 'n'), ('i', 'a'), ('chat', 'v'), ('w', 'a'), ('customer', 'n'), ('service', 'n'), ('hugo', 'n'), ('somehow', 'v'), ('chat', 'n'), ('end', 'v'), ('i', 'n'), ('make', 'v'), ('choice', 'n')]",1
855,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,they sent me a 15 coupon that i could only use if i purchased something 15 without taxes and fees,"[('send', 'v'), ('coupon', 'n'), ('i', 'n'), ('use', 'v'), ('i', 'n'), ('purchase', 'v'), ('something', 'n'), ('tax', 'n'), ('fee', 'n')]",1
856,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,that means i would be paying more money,"[('mean', 'v'), ('i', 'n'), ('be', 'v'), ('pay', 'v'), ('more', 'a'), ('money', 'n')]",1
857,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,i talked to another lady to sort it out brittany l and before i could answer she ended the chat on me too,"[('i', 'n'), ('talk', 'v'), ('lady', 'n'), ('sort', 'v'), ('brittany', 'a'), ('l', 'n'), ('i', 'n'), ('answer', 'v'), ('end', 'v'), ('chat', 'n')]",1
858,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,absolutely terrible customer service,"[('terrible', 'a'), ('customer', 'n'), ('service', 'n')]",1
859,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,she gave me 10 secs to reply back before ending,"[('give', 'v'), ('sec', 'n'), ('reply', 'v'), ('end', 'v')]",1
860,96,grubhub,302920553,2022-09-16 03:23:39,Terrible customer service,if only i could post the ss,"[('i', 'n'), ('post', 'v'), ('s', 'n')]",1
861,97,grubhub,302920553,2022-12-09 03:30:17,Outdoor Floors are not for food!,i have had a number of issues with grubhub delivery most recently,"[('i', 'n'), ('have', 'v'), ('have', 'v'), ('number', 'n'), ('issue', 'n'), ('grubhub', 'a'), ('delivery', 'n')]",3
862,97,grubhub,302920553,2022-12-09 03:30:17,Outdoor Floors are not for food!,the driver will drop the food at the doorstep and walk away,"[('driver', 'n'), ('drop', 'v'), ('food', 'n'), ('doorstep', 'n'), ('walk', 'v')]",3
863,97,grubhub,302920553,2022-12-09 03:30:17,Outdoor Floors are not for food!,i later sometimes will get a text indicating that the food has been delivered,"[('i', 'n'), ('get', 'v'), ('text', 'n'), ('indicating', 'n'), ('food', 'n'), ('have', 'v'), ('be', 'v'), ('deliver', 'v')]",3
864,97,grubhub,302920553,2022-12-09 03:30:17,Outdoor Floors are not for food!,unfortunately this notification comes to me as late as 20 minutes which means that my food is cold and then two cases raccoons have gotten to it,"[('notification', 'n'), ('come', 'v'), ('minute', 'n'), ('mean', 'v'), ('food', 'n'), ('be', 'v'), ('cold', 'a'), ('case', 'n'), ('raccoon', 'n'), ('have', 'v'), ('get', 'v')]",3
865,97,grubhub,302920553,2022-12-09 03:30:17,Outdoor Floors are not for food!,not appreciating the lack of care these drivers show even though in my delivery instructions i specifically indicate not to put it on the floor,"[('appreciate', 'v'), ('lack', 'n'), ('care', 'n'), ('driver', 'n'), ('show', 'v'), ('delivery', 'n'), ('instruction', 'n'), ('i', 'v'), ('indicate', 'v'), ('put', 'v'), ('floor', 'n')]",3
866,98,grubhub,302920553,2022-11-12 16:56:23,Horrible lazy drivers! Lazy App design!,i am going to stop using grubhub and go back up uber eats,"[('i', 'n'), ('be', 'v'), ('go', 'v'), ('stop', 'v'), ('use', 'v'), ('grubhub', 'n'), ('go', 'v'), ('uber', 'n'), ('eats', 'n')]",1
867,98,grubhub,302920553,2022-11-12 16:56:23,Horrible lazy drivers! Lazy App design!,grubhub drivers never follow delivery instructions and yet i have no way to void  remove tips for poor service unless i contact grubhub and spend 30min in queother apps i can add or remove tips after the delivery myself but grubhub automatically gives the tip and makes it hard to remove it making their drivers lazy and feeling entitled to something that is earned through hard work and good servicealso for crying out loud add a option for basement apartment in your address fields,"[('grubhub', 'n'), ('driver', 'n'), ('follow', 'v'), ('delivery', 'n'), ('instruction', 'n'), ('i', 'n'), ('have', 'v'), ('way', 'n'), ('void', 'v'), ('remove', 'v'), ('tip', 'n'), ('poor', 'a'), ('service', 'n'), ('i', 'a'), ('contact', 'n'), ('grubhub', 'n'), ('spend', 'v'), ('queother', 'n'), ('apps', 'n'), ('i', 'n'), ('add', 'v'), ('remove', 'v'), ('tip', 'n'), ('delivery', 'n'), ('grubhub', 'v'), ('give', 'v'), ('tip', 'n'), ('make', 'v'), ('hard', 'a'), ('remove', 'v'), ('make', 'v'), ('driver', 'n'), ('feel', 'v'), ('entitle', 'v'), ('something', 'n'), ('be', 'v'), ('earn', 'v'), ('hard', 'a'), ('work', 'n'), ('good', 'a'), ('servicealso', 'n'), ('cry', 'v'), ('loud', 'a'), ('add', 'v'), ('option', 'n'), ('basement', 'n'), ('apartment', 'n'), ('address', 'n'), ('field', 'n')]",1
868,98,grubhub,302920553,2022-11-12 16:56:23,Horrible lazy drivers! Lazy App design!,using delivery instructions for it when your drivers do not read them or cannot read them is ridiculousand finally vet your drivers,"[('use', 'v'), ('delivery', 'n'), ('instruction', 'n'), ('driver', 'n'), ('do', 'v'), ('read', 'v'), ('read', 'v'), ('be', 'v'), ('ridiculousand', 'v'), ('vet', 'v'), ('driver', 'n')]",1
869,98,grubhub,302920553,2022-11-12 16:56:23,Horrible lazy drivers! Lazy App design!,half the time my orders are delivered by people who look nothing like the photo picture 20yo white lady  delivered by 50yo hispanic male makes me think grubhub is enabling identify theft or providing means for those ineligible for work in this country to circumvent their illegal status,"[('time', 'n'), ('order', 'n'), ('be', 'v'), ('deliver', 'v'), ('people', 'n'), ('look', 'v'), ('nothing', 'n'), ('photo', 'n'), ('picture', 'n'), ('white', 'a'), ('lady', 'n'), ('deliver', 'v'), ('hispanic', 'a'), ('male', 'n'), ('make', 'v'), ('think', 'v'), ('grubhub', 'n'), ('be', 'v'), ('enable', 'v'), ('identify', 'v'), ('theft', 'n'), ('providing', 'n'), ('mean', 'n'), ('ineligible', 'a'), ('work', 'n'), ('country', 'n'), ('circumvent', 'v'), ('illegal', 'a'), ('status', 'n')]",1
870,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,i am a full time student and single mom and i lost both my parents a long time ago,"[('i', 'n'), ('be', 'v'), ('full', 'a'), ('time', 'n'), ('student', 'n'), ('single', 'a'), ('mom', 'n'), ('i', 'n'), ('lose', 'v'), ('parent', 'n'), ('long', 'a'), ('time', 'n')]",5
871,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,my moms cooking was my life,"[('mom', 'n'), ('cooking', 'n'), ('be', 'v'), ('life', 'n')]",5
872,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,grubhub comes in handy when i miss warm homemade food and i do not have the wherewithal to make food for just myself,"[('grubhub', 'n'), ('come', 'v'), ('handy', 'a'), ('i', 'n'), ('miss', 'v'), ('warm', 'n'), ('homemade', 'n'), ('food', 'n'), ('i', 'n'), ('do', 'v'), ('have', 'v'), ('wherewithal', 'n'), ('make', 'v'), ('food', 'n')]",5
873,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,now i know why my mom never wanted to cook for just her only if i was eating dinner too,"[('i', 'v'), ('know', 'v'), ('mom', 'n'), ('want', 'v'), ('cook', 'v'), ('only', 'a'), ('i', 'n'), ('be', 'v'), ('eat', 'v'), ('dinner', 'n')]",5
874,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,it is hard,"[('be', 'v'), ('hard', 'a')]",5
875,99,grubhub,302920553,2022-12-14 01:12:02,Thank you Grubhub 🙏🏻,im probably being dumb and spending too much money but hey this service is keeping me alive,"[('im', 'n'), ('be', 'v'), ('dumb', 'a'), ('spend', 'v'), ('much', 'a'), ('money', 'n'), ('service', 'n'), ('be', 'v'), ('keep', 'v'), ('alive', 'a')]",5
877,100,grubhub,302920553,2022-10-29 07:39:30,My first review was deleted,so now my review is one star,"[('review', 'n'), ('be', 'v'), ('star', 'n')]",1
