date,developerResponse,review,rating,isEdited,title,userName,app_name,app_id
2022-10-16 00:15:22,"{'id': 32677286, 'body': 'Thank you for taking the time to provide feedback\nabout your experience. We’re sorry to hear your order\ndidn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-19T21:38:34Z'}","i use postmares, uber eats, grubhub and doordash. i pay for premium for all of these services. grubhub is by far the lowest end of them all. out of 10 deliveries, 8 of the delivery drivers do not speak english. one of my drivers did not contact me and just marked as delivered and after contacting support, they jst refunded my order and expected me to be content with that. grubhub has the lowest standards for their drivers, worst app ui and i would happily pay slightly more to use other delivery apps. edit: why are you asking me to contact support again? ive already contacted support and tried multiple times after my order to try to get in contact but you guys did nothing, so… ???",1,False,Lowest End Delivery App,grubhubsux69,grubhub,302920553
2022-12-02 00:50:04,"{'id': 33578507, 'body': 'Hello Name2752578,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear you did not receive your order. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-12-07T03:05:24Z'}","I ordered food and when I went to check the status near the time of my provided delivery window, it had said it had been delivered 30 minutes before. I checked all around the house and at all the neighbors and nothing. I was unable to go back and see my driver or rate them or anything and customer service was not able to give me any information on what happened. I didn’t receive any updates despite having text updates on. Customer service only offered to reorder my food which also arrived late. 

I will never use grubhub and will also tell anyone who listens to use a different app.",1,False,Terrible customer service and app does not work,Name2752578,grubhub,302920553
2022-12-12 23:11:59,,GrubHub gives you a guarantee that if you're not happy with the food or the food is late or cold you get your money back you refunded it doesn't really change the fact that when you're hungry you want to have something to write but at least you get a refund so if you're gonna order food I guess it's the best place to use Grubhub at your service,5,False,Ordering through GrubHub is expensive but it's guaranteed  if you're not satisfied,ELLADITSA,grubhub,302920553
2022-12-16 13:31:56,,"The last several times I’ve ordered using Grubhub were epic Fails.  
This order was super fast, and everything was there!!  I’ve written you guys off so many times and for some reason keep coming back and putting myself through it, because at first you guys were so good!  The girl that did my order yesterday was perfect.  Time will tell for sure, but thank the girl that did my order yesterday…she ROCKED.",5,False,Almost restored confidence?,McKuin-Deb,grubhub,302920553
2022-10-29 05:43:47,"{'id': 32940905, 'body': 'Hello markeypeter, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-03T00:45:12Z'}","I updated my contact information weeks ago but when the delivery person needed to call me, he had my old telephone number. He gave me a hard time for not updating my contact number. I checked and my profile was accurate, including my new number. I called the restaurant who advised that my old number came up with my order. After 20 minutes, on chat, the Grubhub/Seamless rep told me to update my profile (which I explained that I did so weeks ago). She then, accusatorially, blamed me because I’ve had “11 addresses” on file. When I checked that, I saw that I have my home, work and 2nd job addresses in my profile. None have the old profile info.",1,False,Terrible!,markeypeter,grubhub,302920553
2022-09-24 03:16:57,"{'id': 32288024, 'body': 'Hello Firelight27, \xa0Thank you for this feedback. We greatly appreciate this. Have a wonderful day.', 'modified': '2022-09-28T20:46:49Z'}","I had three separate orders to three different places canceled over an hour after I placed the orders, after the drivers drove all the way over to pick it up. This was in the same night because I kept trying different places. Restaurants confirm orders, and then when the drivers get there they don’t have the items that they confirm they have & just cancel the order on you.  The customer service representatives offer to do nothing to help you and don’t care. The drivers don’t communicate when you reach out to them. No one calls to ask about substitutions. The whole thing is a waste of time and money.",1,False,Incompetence & Horrid Customer Service,Firelight27,grubhub,302920553
2022-11-26 23:24:11,"{'id': 33440370, 'body': 'Hello Meroe405, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-29T23:30:02Z'}","Recently, I placed an order for my elderly mother. The driver dropped the food at the house next door, the proceeded to curse me out when I asked where she left the food. Apparently she was too stupid to notice no one lived at the house next door. This wouldn’t have been a problem except that I live in another state and my mother was unable to walk to the neighbor’s house on her own. Grubhub needs to better assess the basic intelligence of their drivers in the suburbs. I’ve never had a problem in the city. But the suburban drivers are viscous. Had to have the order refunded b/c Grubhub could not guarantee the same moron wouldn’t be the driver of the order was redelivered.",1,False,Irresponsible employer of vicious drivers,Meroe405,grubhub,302920553
2022-10-21 03:23:51,"{'id': 32726628, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-10-22T21:17:40Z'}","These delivery apps were incredibly convenient creations, however, it’s absolutely ridiculous that they won’t let you use promo codes unless you’re a brand new customer. Also, why are items on the menu more expensive than the price directly from the store. If the price is 30% higher, then why is there a delivery fee? If someone would just invent a way for me to get items at menu price and only pay a delivery fee, you could put these shiesty businesses out of business and collect all the business and money for yourself. Think about it people!",2,False,Let me use Promo codes,Alagrahama,grubhub,302920553
2022-10-02 02:40:40,"{'id': 32412199, 'body': 'Thank you for taking the time to provide feedback\nabout your experience. We’re sorry to hear your order\ndidn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-05T23:39:24Z'}","I placed an order at a restaurant more than an hour before they closed, and then received a message that my order was being prepared. 15 minutes before my order was supposed to be delivered they cancelled my order, saying it was because the restaurant was closing. But, I sent my order well in advance of them closing, and it should have been easy to fulfill my order on time. Then they call and say only that I was refunded, but there’s no recourse for the fact that despite putting in my order early and waiting 45 minutes, they didn’t get there on time to place my order before the restaurant’s closing.",1,False,Disappointing Service,MoonChild613,grubhub,302920553
2022-10-20 16:57:08,"{'id': 32848845, 'body': 'HI LoneStarUU,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Driver Care at 866-834-3963 so we can look into this for you.', 'modified': '2022-10-28T22:32:38Z'}","I frequently have issues with drivers being late or abandoning the order.  Too often you can see that they are making pickups and drop offs for other delivery services before satisfying Grubhub orders.  

They change the delivery time to meet their needs without consideration for the impact upon the food and the customer.  They never apologize.

I get that people are trying to earn a living, but delivering cold food that I’m having to pay a premium for is very frustrating.  Take pride in your work or don’t do it.  A $5 discount for missing the delivery window by an hour just doesn’t bring satisfaction.",1,False,Drivers frequently game the system,LoneStarUU,grubhub,302920553
2022-11-26 21:07:46,,I work at a cafe and yesterday someone called us to see if we were open because their delivery time kept getting pushed back and I had to tell them the driver just hasn’t shown up yet. Five hours later the food was still there and my shift was over. It’s actually becoming a joke in my cafe that they’re never going to pick up the food.,5,False,They’re never going to pick up your food,VickiVenus,grubhub,302920553
2022-11-07 20:38:07,"{'id': 32917381, 'body': 'Hello ryrymurr, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-09T23:52:40Z'}","9/10 times you place an order on this app it’ll be wrong. That’s not including missing utensils/straws (that almost always happens), I’m talking strictly about the food. It’s good that the refunds are quick, but it gets tiring to always have to deal with a problem whenever your order arrives. I’ve only ever had my order show up correctly a few times, and at this point I’m thinking of trying a different service.

EDIT: The link customer service responded to this post with doesn’t work, that should about sum up the disfunction I’m talking about",2,True,Consistent order mistakes,ryrymurr,grubhub,302920553
2022-10-21 16:56:38,"{'id': 32859213, 'body': 'Hello Jackie-1000,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Driver Care at 866-834-3963 so we can look into this for you.', 'modified': '2022-10-30T02:20:25Z'}",I have used this service to order breakfast or lunch at work. I’m not sure who they hire as their drivers but twice these driver have given my food to the wrong person. EVEN THOUGH I HAVE INSTRUCTIONS FOR THEM TO CALL AND SPEAK TO ME. I work in healthcare so I don’t always have time to grab lunch or breakfast for work and depended on them to get me my order. They gave me a free Grubhub upgrade pass that does not reduce the cost like they advertise. So save your money. And now they are offering me $10 to make up for the fact that I waited an hour for my food and the driver just gave my food to the first person they saw. I am so disappointed in Grubhub. You can do better when hiring.,1,False,DO NOT USE,jackie-1000,grubhub,302920553
2022-11-20 01:11:28,,"I have had nothing but problems with uber and door dash. Drivers are always in a rush and don’t grab all the good. The companies try to blame the location and I call location and food is still there never picked up. After being ripped off again. I tried grub and gin you knocked it outside of the park. Food was on time. Piping hot nothing spilled, broken or missing. Thank you so much. Looks like it’s grub hub for me",5,False,Grub hub Experience,why r they all take,grubhub,302920553
2022-11-20 01:25:24,"{'id': 33288521, 'body': ""Hey jbreezy94! We're sorry to hear that your recent order experiences have been less than stellar! We would love to make this right for you! Please reach out to our Customer Care. Thank you for your feedback!"", 'modified': '2022-11-21T18:41:10Z'}","My fiancé and I ordered food tonight and decided to go with grub hub. I would’ve gotten the food myself but I have been sick all week with the flu. We thought that it would be more convenient to have it delivered. It took thirty minutes longer to arrive than it said it would. When we finally got our food, the packaging was smashed and the food was ice cold. I call grub hubs call center and the most they could do is give me a 5 dollar coupon to use for the next time I use grub hub. I spent 50 bucks on this meal. The best they could do is give me a five dollar coupon. I do not plan on using grub hub again",1,False,"Awful experience, not going to use grub hub again",jbeezy94,grubhub,302920553
2022-10-22 15:17:05,"{'id': 32803465, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-10-26T16:39:19Z'}","I ordered nachos from a restaurant late at night as I didn’t eat dinner, and the driver said it was dropped off. There was no order on my porch or any of the neighbors. I called grub hub and they refused to contact the driver and the only thing they could offer me was a refund even though it was too late to order anywhere else. They also included a coupon for my next order- which turns out was a lousy 2$. I have no idea why they can’t call their employee minutes have supposed drop off and find out where they dropped it off. So infuriating!!! At least DoorDash includes pictures of their drop offs so there is no confusion or scamming.",1,False,Scam!!!!!,bahdjriwjdbfjekek,grubhub,302920553
2022-09-22 00:21:51,,"System works great, food is always good and the communication of my order status is top notch, but there are just way too many fees.  You have to pay a delivery fee, a service fee, a tip, and the price of the food is higher on Grubhub than you would pay at the restaurant. Add the monthly fee to that and it’s just crazy how much you’re paying if you keep track! We only use Grubhub when we can’t go pick up ourselves for some reason.",4,False,Too many fees,Jatcatbet,grubhub,302920553
2022-09-16 03:23:39,"{'id': 32156033, 'body': 'Hi bigdicdawg, We are so sorry about this. For further assistance please reach out to us via https://www.grubhub.com/help/contact-us. Have a wonderful day.', 'modified': '2022-09-21T17:44:14Z'}","I never had a bad experience until this week. I ordered some food thinking it was close by so I could pick up- it wasnt. 
Therefore I cancelled the food. They wouldnt refund my money so I chatted w customer service, Hugo, and somehow the chat ended before I could make a choice. 
They sent me a $15 coupon that I could only use IF I purchased something $15+ without taxes and fees. That means I would be paying more money! 
I talked to another lady to sort it out, Brittany L, and before I could answer she ended the chat on me too. Absolutely terrible customer service. She gave me 10 secs to reply back before ending. If only I could post the ss.",1,False,Terrible customer service,bigdicdawg,grubhub,302920553
2022-12-09 03:30:17,"{'id': 33648023, 'body': 'Hello MDLR360,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-12-10T19:58:24Z'}","I’ve had a number of issues with GrubHub delivery most recently. The driver will drop the food at the doorstep and walk away. I later, sometimes, will get a text indicating that the food has been delivered. Unfortunately, this notification comes to me as late as 20 minutes which means that my food is cold and then two cases raccoons have gotten to it. Not appreciating the lack of care these drivers show even though in my delivery instructions, I specifically indicate not to put it on the floor.",3,False,Outdoor Floors are not for food!,MDLR360,grubhub,302920553
2022-11-12 16:56:23,"{'id': 33133065, 'body': 'Hello Piercedguy2011, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-13T23:30:48Z'}","I’m going to stop using Grubhub and go back up Uber eats! Grubhub drivers never follow delivery instructions and yet I have no way to void / remove tips for poor service unless I contact Grubhub and spend 30min in que!

Other apps I can add or remove tips after the delivery myself but Grubhub automatically gives the tip and makes it hard to remove it making their drivers lazy and feeling entitled to something that is earned through hard work and good service!

Also for crying out loud add a option for basement apartment in your address fields! Using delivery instructions for it when your drivers don’t read them or can’t read them is ridiculous!

And finally vet your drivers! Half the time my orders are delivered by people who look nothing like the photo (picture 20yo white lady / delivered by 50yo Hispanic male) 

Makes me think Grubhub is enabling identify theft or providing means for those ineligible for work in this country to circumvent their illegal status!",1,False,Horrible lazy drivers! Lazy App design!,Piercedguy2011,grubhub,302920553
2022-12-14 01:12:02,,I’m a full time student and single mom and I lost both my parents a long time ago. My moms cooking was my life. Grubhub comes in handy when i miss warm homemade food and I don’t have the wherewithal to make food for just myself. Now I know why my mom never wanted to cook for just her only if I was eating dinner too! It’s hard. Im probably being dumb and spending too much money but hey this service is keeping me alive. 🙂,5,False,Thank you Grubhub 🙏🏻,Jenna Karuna,grubhub,302920553
2022-10-29 07:39:30,"{'id': 32917003, 'body': 'Hello bruhsNbruhs, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-01T22:20:43Z'}","So now my review is one star. I have a premium subscription to Grub Hub, and I regret signing up. It was free through my bank, but I will no longer use the service because my orders get canceled and delayed. I get a credit for the cancellation, but it doesn’t compensate for the inconvenience. 

Maybe my first review was too vague, so let me clarify: you would be better off using a better delivery service or getting it yourself if you are non-disabled. Don’t waste your time trying to depend on Grub Hub. 

My previous review was two stars, but I knocked it down an extra star for being inconvenienced again by rewriting my review.",1,False,My first review was deleted,bruhsNbruhs,grubhub,302920553
2022-09-23 02:57:18,"{'id': 32266781, 'body': 'Hello pleasebringbackgooglemaps, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-09-28T01:19:38Z'}","I pay 20$ a month for free delivery. I tried to order tonight and it says they cannot deliver to me. I tried 3 different restaurants. I called customer service and they told me they couldn’t tell me why I can’t order food. They said I would get an email in 3-4 days, which is obviously no help tonight. My credit card was charged for each of the deliveries they can’t deliver, they said I have to also wait 5-7 days for that to be refunded. I guess this service is okay if you have money to spend on food that will never come and that you have to wait a week to have refunded. Not for me!",1,False,Horrible customer service,pleasebringbackgooglemaps,grubhub,302920553
2022-11-06 00:14:36,"{'id': 33050800, 'body': 'Hello Robb, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear about your experience. Please call Restaurant Care at 877-799-0790 so we can look into this for you.', 'modified': '2022-11-08T21:25:13Z'}","What grubhub has done has destroyed the restaurant business, they’ve choked restaurants for a high percentage of their profits - they’re left with no choice but to work through grubhub to survive  

They dont pay their delivery workers enough and instead put the social pressure on the customer to pay the wage of their workers. A disgusting corporate tactic becoming more and more the norm. 

Companies like this work because in the beginning everything is so convenient and inexpensive, then, once they have everyone hooked on their system, they raise the service fees, they add another hidden fee, they rip the rug right out from under you and now were paying 15$ in fees BEFORE even tipping the only person actually doing the work, the driver, who makes next to nothing. 

I use it now, but the moment there is a more ethical and customer friendly company grubhub will never see another dollar from me. I look forward to it",1,False,A price gauging monopoly. very low ethical standards,robb frank,grubhub,302920553
2022-10-05 22:56:29,,"Best drivers. Efficient, professional, & food comes closed in packaging so it seems safe but the price to order with all the fees adds up quick. I only order from 3rd party delivery sites when I’m being really lazy or sick or use a place that doesn’t have their own delivery ppl. It’s an expensive last resort, yet reliable. Way better than door-dash drivers who typically just don't care and will argue",4,False,Efficient & Professional but pricey,Drac464,grubhub,302920553
2022-12-07 17:30:20,"{'id': 33620700, 'body': 'Hello Mikepr66,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-12-09T02:53:05Z'}","My first (yesterday) experience did not go well at all. Took 2 hours for delivery. It appeared the driver was overloaded with deliveries. When driver arrived, she refused to bring my order inside. I’m in a wheelchair. My oxygen tube will not reach the front door. Driver was informed of this before she picked up the order. Very disappointing service. I’m going to try again today and go from there. Hopefully with a different driver. GrubHub has a wonderful website and I’m looking forward to continued use.",3,False,Poor delivery service,Mikepr66,grubhub,302920553
2022-12-17 05:02:03,,"I tried to use my corporate gift card along with using my own Apple Pay card for the additional charges (over the amount of the gift card). However, I received an error that multiple payment types wasn’t allowed. I was trying to spend an additional 1.5 the amount of the gift card. Is this intentional or a possible bug? Otherwise, the App’s UI is very aesthetic pleasing!",4,False,Dual Payment: Corporate Gift Card,RollTide2010,grubhub,302920553
2022-10-15 00:17:03,"{'id': 32675725, 'body': 'Hello VonKuzniczci,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-19T19:12:53Z'}","Deliveries frequently show up long after the estimated delivery time. This usually means an hour or longer after the order was placed. Delivery drivers lie about pick up time, which is ridiculous because their location is displayed on the app. Drivers frequently refuse to get out of their cars to drop off food, expecting customers to come to them. Why do we even tip for such poor service? Why can’t we tip after the food has been delivered? The delivery fees just keep getting higher too.",2,False,Not what it used to be,VonKuzniczci,grubhub,302920553
2022-10-03 01:08:56,"{'id': 32429629, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-10-06T18:32:00Z'}","Grubhub is a glitchy app that often is very frustrating to use. It has wasted lots of time while trying to order a meal when I first started using it. I have since very rarely opened the app, often times it still had the same issues. However I have not encountered the same errors while ordering today, I don't know if their server infrastructure is improving or if I'm just lucky. I would like to use the service more, but I'm not sure if I would consider it reliable. The drivers on the other hand are generally great and deliver the food warm usually.",1,False,Frequently Down,Frog my frog review,grubhub,302920553
2022-09-15 17:11:30,"{'id': 32155093, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact Customer Care at http://grubhub.com/help/contact-us. so we can look into this for you.', 'modified': '2022-09-21T16:40:16Z'}",I only use Grubhub because my work gives me credit. I have ordered it and been missing half of my meal 7 out of 10 times. I just ordered a combo from Wendy’s and I am missing my sandwich… my sandwich which is the main part of the order. Is there no policy to check whether or not the food is in the bag before it gets delivered?! There was no seal on the bag to show it wasn’t opened by the driver. Are the drivers take part or my order? I don’t have this issue near as much on Dash Dash. I’m tried of waiting for my lunch just to not eat… and then having to complain for my refund…,1,False,FORGET HALF MY MEAL EVERYTIME!!!,Elf 404,grubhub,302920553
2022-12-18 00:05:01,,"In the past, I’ve had restaurant issues delivering the wrong order or missing part of the order, or even no-order and GrubHub has always been very RELIABLE in correcting or solving or just making it right with me. Good customer service goes a long way- a quality that’s hard to find now a days. Keep up the good work GrubHub.",5,False,Reliable,Musaaka,grubhub,302920553
2022-10-12 01:57:37,,The restaurant and places listed along with the me yea give me more options than the other food del apps do so shout out to grub hub I get the deals you would get if you go through the drive thru. For example door dash won’t have every deal or item you might have when going in person so I love that I know what I want and it’s always there.,5,False,On point,Maryland and k,grubhub,302920553
2022-09-12 18:34:58,"{'id': 32074145, 'body': 'Thank you for taking the time to provide feedback. Please visit\xa0https://www.grubhub.com/help/contact-us\xa0so we can look into this for you.', 'modified': '2022-09-17T21:28:20Z'}",Ordered food 1 day ahead to be delivered at a particular time and had it cancelled 1 hr before delivery time without any explanation. That is irritating and a waste of my time. Reordered from the same restaurant and had no issue with same-day ordering. Grubhub needs to get its act together. At least give a proper explanation like “someone messed up and didn’t put your order in” or something cause it’s obviously not that I couldn’t order from the restaurant since I did! Aggravating and time-wasting.,2,False,Beware of cancellations without any explanation!,CheekyIris,grubhub,302920553
2022-11-04 16:20:15,,You may find the same restaurant at Uber eats but somehow there cheaper on here. Delivery is also faster . Once order is Placed a driver is sent immediately to the restaurant. Very convenient. Variety of restaurants to choose from. App is easy to navigate . No problems with making payments. Definitely recommend using it .,5,False,Better than Uber Eats,PerZeverance,grubhub,302920553
2022-11-22 01:53:29,"{'id': 33335560, 'body': 'Hello golfnowisterrible,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-23T21:36:56Z'}","There is no customer service. The number they list is a mailbox that says, we don’t monitor this mailbox. Call it. If I didn’t have a problem it would be hilarious. They only take your money and no way to fix a problem. $$$ gone. They happily answer and email if you want to use them for something tho. I wish I read the reviews before I used them for something. Don’t believe anything about a customer service number or email. They send you to a FAQ which doesn’t solve anything. Apple should delete then from there store.",1,False,Do not buy a ticket thru Eventbrite,golfnowisterrible,grubhub,302920553
2022-10-04 12:20:20,"{'id': 32444372, 'body': 'Thank you for taking the time to provide feedback\nabout your experience. We’re sorry to hear your order\ndidn’t go as planned. Please contact us at\ngrubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-10-07T14:17:01Z'}",Orders are constantly late. Sends drivers to wrong address. Whenever I order I get one ETA then when that time passes I receive an updated eta for 30+ minutes into the future. I app will say driver has your order but the location can’t be tracked and it still shows as being at the restaurant. Once I upgraded to free delivery the actual prices went up and delivery times are consistently 50 minutes. After numerous mishaps and random order cancelations after an hour of waiting for an order I will never use this service again.,1,False,Worst delivery service,Butter_bumps,grubhub,302920553
2022-10-09 00:46:09,,"I was very pleased with my first Grubhub order. I am now a fan and will be ordering often. The fees were more than reasonable and the delivery went smoothly. Grubhub has a chat feature to address any issues that customers might have. The agent, Mark, went out of his way to add on an á la carte item that I had forgotten to order. Great service!",5,False,My Very First Grubhub Order,Dulci-Gal,grubhub,302920553
2022-11-24 15:10:49,"{'id': 33373145, 'body': 'Hello Sad customer 202,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear you had trouble with the app. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-25T19:52:53Z'}","I had a terrible experience with the app after using a gift card, the restaurant left out an entree requiring me to place another order for that standalone item. The refund from the first order for the missing item was only $25, however to place the order alone cost me over $40. Had to do it to feed my guests. 

Customer service informed me they would refund the difference, that never happened, put in another ticket and the next customer service rep blew me off. 

Delete the Grubhub app and work directly with restaurants.",1,False,Disappointed with the team,Sad customer 202,grubhub,302920553
2022-12-08 23:24:53,"{'id': 33647562, 'body': 'Hi chickenboi_919, Thank you for your feedback and we apologize for any issues you may have had with the application. Feel free to reach out to us at 877-585-1085 or Chat us at grubhub.com/contactus. We are always here to help you out. Thank you for reaching out to Grubhub', 'modified': '2022-12-10T18:28:22Z'}","It took so long for my food to get delivered, it was cold when it finally came. I chose to order because of the fast delivery. The pizza place was great - they were waiting on Grubhub as well. Good thing pizza reheats well.

**update: got an email from Grub Hub asking me to contact customer support about my recent experience. The link they gave me did not work, shocker. Hopped onto the chat with Dynure, the only response I got was that they had a system malfunction and that is why the link didn’t work. No other help offered. Thanks but no thanks Grub Hub. I will stick to ordering from Door Dash.",1,False,Delivery was 👎,chickenboi_919,grubhub,302920553
2022-11-18 22:31:38,"{'id': 33264026, 'body': 'Hello JemJewel,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-20T22:47:13Z'}","Please allow for option to edit a review for up at least 24hrs. For example, based on a previous experience with the restaurant itself, I decided to give it a good review. However not only did restaurant give incorrect drink, but the food was waaay too salty once I actually did get a change to eat. Like dangerously salty and I split the sandwich in half with someone else. Neither of us were able to enjoy and cost of meal was ridiculous $$",3,False,Please update,JemJewel,grubhub,302920553
2022-12-14 16:29:31,"{'id': 33752202, 'body': 'Hello debogon,\n\nThank you for taking the time to provide feedback about your experience. We’re sorry to hear your orders didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-12-16T00:54:38Z'}","This is not good service. Last 5 orders I had were horrible, take too long, food comes wrong or cold. This time I ordered breakfast and after an hour with no driver yet - upon contacting chat they updated my ETA to a total of 2hrs since I first placed the order? How is this convenient? If I could I would go grab the food myself but there’s a reason I order it. Their only solution always is to give money back and $5 credit. How about working to make the food get to me correct and on time? Keep your $5 credit, I’m never using this again.",1,False,Wait 2hrs for breakfast? Sing me up! Yay!,debogon,grubhub,302920553
2022-12-03 17:53:04,"{'id': 33616335, 'body': 'Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-12-08T18:53:02Z'}","I don’t use grubhub that often; maybe once every two months when i forget to bring lunch to work. But when i do use grubhub, I’m milked for every penny I have. I ordered two 5-piece chicken tendies and it’s original price was $24. Grubhub then slams me with a delivery fee, a service fee, tax, and tip. The price doubled to $44… for 10 chicken tenders… and to remove the delivery fee you need a subscription for $8 a month. Who uses grubchub that much to disqualify the service fee from saving an extra dollar? Grubchub is over priced and full of disappointment, I’ll gladly not use the app.",1,False,Grubhub hates their customers,Marius Forte,grubhub,302920553
2022-09-30 05:39:52,"{'id': 32406816, 'body': 'Hi DomSnagz, \xa0We are so sorry about this. For further assistance please reach out to us via https://www.grubhub.com/help/contact-us. Have a wonderful day.', 'modified': '2022-10-05T14:45:48Z'}",If I could give a 0 star I would. I live in california and got scammed for 5 seperate orders in Arkansas to 5 different locations. I contacted them the day of its now 3 weeks later after 10+ conversations I still haven’t been emailed back. They respond “ we will advance this to a specialist and they’ll reach out in 24-48 hours. It’s about to be 24 days later and no message my orders totaling over 300 dollars still has not been refunded even after this long. I’m annoyed and they give the same message about the advancing to a specialist. Terrible support,1,False,Terrible customer support,DomSnagz,grubhub,302920553
2022-10-02 00:39:54,"{'id': 32412183, 'body': 'Hello infidell1, We are so sorry about this. For further assistance please reach out to us via https://www.grubhub.com/help/contact-us. Have a wonderful day.', 'modified': '2022-10-05T23:37:17Z'}",We have been faithful to Grubhub for years. Lately they have been really lacking as far as accuracy and consistency. Got a completely wrong order delivered and they said I had too many refunds on the account. They had screwed up the last few orders but I had proof that this order was completely wrong and they said they wouldn’t refund the order based on excessive refunds. I canceled my membership immediately and will be using all the competitor apps instead. Implied that we are liars when they can’t get a simple order correct. Goodbye,1,False,Horrible,infidell1,grubhub,302920553
2022-09-16 05:47:42,"{'id': 32157663, 'body': 'Thank you for taking the time to provide feedback. Please visit\xa0https://www.grubhub.com/help/contact-us\xa0so we can look into this for you.', 'modified': '2022-09-21T20:42:41Z'}","Possibly hacked. Tried updating my Home address on the order, but then said it delivered to my Work address, so I contacted the driver and she went off a nonexistent address with 10 higher digits to my street address numbering and delivered it to someone else. To correct customer service graciously sent another delivery, but the address was then transposed, so I contacted them 7 times to update it and even contacted the driver, but no one got my address right so I just waited out on the middle of my street for the food and flagged the driver down. I don’t get it, might be hacked",1,False,Address mixups,Maaaaaaaaaaatj,grubhub,302920553
2022-11-14 06:54:00,"{'id': 33201554, 'body': 'Hello yodagemmon, Thank you for taking the time to provide feedback about your experience. We’re sorry to hear your order didn’t go as planned. Please contact us at grubhub.com/help.contact-us so we can look into this for you.', 'modified': '2022-11-16T18:01:53Z'}","Longtime Grubhub user. The current customer service is beyond awful. Food is never delivered on time (and the estimated wait/delivery windows are regularly changed without notice to make it look like deliveries aren’t late when they always are). Reached my limit this evening with a driver who didn’t even try to deliver my food—parked nearby, marked the order as “delivered” and left. After waiting 1 hr+. Couldn’t even get through to a person at Grubhub customer support. One star for GH, zero stars for that driver. App uninstalled, won’t be back.",1,False,"Longtime user, sick of abysmal customer service",yodagemmon,grubhub,302920553
